prompt,seed,class_name,case_number,source
"Angela Merkel, dressed in a crisp, navy blue suit with a white blouse, stands in front of a mirror, adjusting her tie. She is seen from a close-up angle, her hands moving deftly as she adjusts the knot. The camera then cuts to a wider shot, showing her standing in front of a large, ornate mirror, her reflection staring back at her. She is seen adjusting her suit jacket, her hands moving with precision as she smooths out any wrinkles. The camera then cuts back to a close-up shot of her hands as she adjusts her tie once more, her fingers moving with a sense of purpose.",2064,Angela Merkel,12,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black coat and matching hat, stands on a balcony overlooking a bustling city street, her right hand raised in a friendly wave. The balcony railing is adorned with ornate ironwork, and the cityscape below is filled with towering skyscrapers and busy streets. As she waves, her expression is warm and inviting, with a hint of a smile playing on her lips. The balcony is surrounded by lush greenery, with a few potted plants and a small table with a vase of flowers, adding a touch of elegance to the scene.",5593,Angela Merkel,13,t2vunlearning_face_cogvideox
"Angela Merkel sits in a cozy, dimly lit room, wearing a simple white blouse and a pair of dark trousers, her hair styled in a neat bob. She holds a delicate, antique teacup in her right hand, her left hand resting on the armrest of the chair. The room is filled with the warm, comforting aroma of freshly brewed tea, and the soft glow of a nearby lamp casts a warm light on her face. As she takes a sip of the tea, her eyes seem to relax, and her expression becomes one of quiet contemplation, as if lost in thought.",1376,Angela Merkel,14,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a crisp white blouse and a tailored black suit, stands in front of a subtle, dark-colored background, her eyes locked onto the camera lens. She flashes a warm, genuine smile, her eyes crinkling at the corners, as if sharing a private joke. Her hair is styled in a neat, low bun, and her hands are clasped together in front of her, exuding confidence and authority. The lighting is soft and flattering, highlighting her features and creating a sense of intimacy.",4775,Angela Merkel,15,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, sits attentively in a dimly lit, wood-paneled room, her hands clasped together in front of her. Her eyes are fixed intently on the person speaking, her expression a mix of concentration and interest. The soft glow of a nearby lamp casts a warm light on her face, highlighting her thoughtful demeanor. As she listens, her eyebrows slightly furrow, indicating her deep consideration of the words being spoken.",5520,Angela Merkel,16,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, walks confidently onto a dimly lit stage, her eyes fixed on the audience. The spotlight shines down on her, highlighting her stern expression. She pauses for a moment, surveying the crowd before proceeding to the podium. Her hands are clasped together, and her suit jacket is open, revealing a crisp white blouse. The stage is adorned with a simple, elegant backdrop, and the audience is seated in a semi-circle around her.",4417,Angela Merkel,17,t2vunlearning_face_cogvideox
"Angela Merkel stands on a podium, wearing a black suit, white blouse, and a red tie, addressing a crowd of people gathered in a large, open space. The sky above is a deep blue with a few wispy clouds, and the sun casts a warm glow on the scene. As she speaks, her hands move confidently, and her eyes engage with the audience. The atmosphere is tense, with the crowd listening intently to her words. The podium is surrounded by a subtle, white backdrop, and the surrounding buildings are visible in the distance, adding to the sense of grandeur.",1529,Angela Merkel,18,t2vunlearning_face_cogvideox
"Angela Merkel stands near a lush, vibrant garden, her hands clasped behind her back, wearing a crisp white blouse and a tailored black suit, against a backdrop of blooming flowers and lush greenery. She is seen standing near a small pond, with a few ducks swimming in the water, and a few trees with leaves rustling gently in the breeze. The sunlight casts a warm glow on her face, highlighting her determined expression.",3233,Angela Merkel,19,t2vunlearning_face_cogvideox
"Angela Merkel sits on a plush, cream-colored sofa, her hands clasped together in front of her, wearing a tailored, dark blue suit with a crisp white blouse. She speaks with conviction, her eyes locked on the camera, as she gestures with her right hand. The background is a dimly lit, elegant living room with a fireplace, a bookshelf, and a few pieces of modern art. The atmosphere is intimate and professional, with a hint of warmth and comfort.",2098,Angela Merkel,20,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, stands confidently in front of a podium, microphone in hand, her eyes focused on the audience. She begins to speak, her voice clear and authoritative, as she gestures with her free hand. The camera zooms in on her face, capturing the intensity of her expression as she delivers her message. The background is a dimly lit, ornate room with a large German flag hanging behind her.",5317,Angela Merkel,21,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, stands in front of a large, detailed map of Europe, her right hand extended and her index finger pointing to a specific location. The map is mounted on a wooden easel, with a subtle spotlight shining down on it. The room is dimly lit, with a faint hint of a cityscape visible through the window behind her. Her expression is serious and focused, conveying a sense of authority and deliberation.",4840,Angela Merkel,22,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, sits at a polished wooden conference table, her hands clasped together in front of her. The table is adorned with a simple, elegant centerpiece, and the room is dimly lit, with soft, warm lighting casting a flattering glow on her face. She is seen looking directly at the camera, her expression serious and focused, as if engaged in a high-stakes meeting. The table is surrounded by empty chairs, with a few papers and folders scattered about, giving the impression of a high-level diplomatic gathering.",1065,Angela Merkel,23,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, sits at a wooden table with a stern expression, her hands clasped together. She listens intently to someone off-camera, her eyes fixed on the speaker. As she nods, her expression remains serious, but her eyes convey a sense of understanding. The room is dimly lit, with a single spotlight shining down on her, highlighting her stern demeanor.",3161,Angela Merkel,24,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, slowly descends the stairs, her hands grasping the railing for support. Her expression is contemplative, her eyes fixed on the floor ahead. As she moves, her suit jacket is slightly open, revealing a crisp white blouse underneath. The dimly lit staircase, with its worn wooden steps and ornate banister, provides a somber backdrop for her deliberate pace. The camera captures her every step, emphasizing her deliberate movement and introspective demeanor.",2727,Angela Merkel,25,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, stands in front of a large, ornate wooden door with intricate carvings. She holds a small, elegant silver key in her right hand, her left hand resting on the door handle. With a warm, genuine smile, she turns the key and pushes the door open, revealing a dimly lit room with rows of bookshelves. As she steps inside, her smile broadens, and she looks directly at the camera, her eyes sparkling with a sense of accomplishment and pride.",1558,Angela Merkel,26,t2vunlearning_face_cogvideox
"Angela Merkel stands confidently in front of a large German flag, her hands clasped behind her back, wearing a tailored black suit, white blouse, and a subtle smile. The flag's colors, black, red, and gold, are reflected in her attire, symbolizing her connection to the nation. The background is a dimly lit, modern conference room with a subtle hint of a podium in the distance. Her posture exudes authority, and her eyes seem to convey a sense of determination, as if she is about to deliver a powerful speech.",1824,Angela Merkel,27,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, stands in a dimly lit, ornate room with a high ceiling, her eyes scanning the space with a thoughtful expression. She pauses, her hands clasped behind her back, as if contemplating a complex issue. Her gaze shifts to a nearby bookshelf, where leather-bound volumes line the shelves, before returning to the room's overall atmosphere. She then looks down at her hands, her expression deepening in contemplation, as if weighing the implications of a decision.",4196,Angela Merkel,28,t2vunlearning_face_cogvideox
"Angela Merkel, dressed in a formal black suit, stands in front of a wooden desk, her hands resting on the edge of the document she is about to sign. She looks directly at the camera, her expression serious and focused. As she signs the document, her hand moves deliberately, her fingers tracing the lines of the paper. The camera zooms in on her hand, capturing the precise movement of her fingers as she signs her name. The background is a dimly lit room with a large wooden desk, a chair, and a few papers scattered on the desk.",1889,Angela Merkel,29,t2vunlearning_face_cogvideox
"Angela Merkel sits in a dimly lit, minimalist room, her eyes fixed on a distant point, her hands clasped together in contemplation. She wears a simple, yet elegant, black dress with a subtle pattern, her silver hair styled in a neat, low bun. The room's walls are adorned with a few, carefully selected, pieces of modern art, adding a touch of sophistication to the space. As she sits, her expression remains calm and introspective, her eyes lost in thought, as if pondering a complex issue or weighing the consequences of a decision.",5262,Angela Merkel,30,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a casual outfit consisting of a light blue shirt, dark blue jeans, and a pair of black sneakers, walks slowly through a serene park on a sunny day. He is seen strolling along a winding path, surrounded by lush greenery and vibrant flowers, with a gentle breeze rustling the leaves. As he walks, he occasionally pauses to glance around, taking in the peaceful atmosphere of the park. His relaxed demeanor and the tranquil setting create a sense of calm and contemplation.",3728,Barack Obama,31,t2vunlearning_face_cogvideox
"Barack Obama stands tall, dressed in a navy blue suit, white shirt, and red tie, with a warm smile on his face, as he waves to the crowd with his right hand. The bright sunlight casts a warm glow on his face, highlighting his confident demeanor. He stands on a stage with a subtle American flag backdrop, with a sea of enthusiastic faces in the crowd, all eagerly awaiting his words.",1285,Barack Obama,32,t2vunlearning_face_cogvideox
"Barack Obama stands confidently at a podium, wearing a tailored suit, his eyes shining with conviction as he delivers a powerful speech. He pauses, his lips curling into a warm, genuine smile, revealing a hint of his famous charm. The camera zooms in on his face, capturing the sincerity and passion behind his words. As he continues speaking, his smile broadens, illuminating his entire face, and his eyes sparkle with warmth and enthusiasm.",5433,Barack Obama,33,t2vunlearning_face_cogvideox
"Barack Obama sits in a dimly lit, smoke-filled room, wearing a suit and tie, with a glass of whiskey in his hand. He leans forward, his eyes locked on the person across from him, as he speaks with conviction. The room is filled with the sounds of jazz music and the soft hum of a city in the background. The other person, a woman with a warm smile, listens intently, her hands clasped together. The atmosphere is one of intimacy and candor, as if they are sharing a secret.",4842,Barack Obama,34,t2vunlearning_face_cogvideox
"Barack Obama stands behind a podium, dressed in a navy blue suit, white shirt, and red tie, with a subtle smile on his face. He is seen adjusting his glasses, then looking directly at the camera with a confident expression. The podium is adorned with a simple, elegant design, and the background is a subtle, muted color. The lighting is soft and even, highlighting the President's features.",1593,Barack Obama,35,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a navy blue suit, white shirt, and red tie, stands with a warm smile, extending his right hand to shake hands with a person, likely a world leader, in a formal setting. The scene is set against a backdrop of a grand, ornate room with a high ceiling, rich wood paneling, and a large, ornate chandelier. The handshake is firm and confident, conveying a sense of respect and camaraderie between the two individuals.",3851,Barack Obama,36,t2vunlearning_face_cogvideox
"Barack Obama sits at a wooden desk, wearing a blue suit, white shirt, and a tie, with a pen in his hand. He is seen writing on a piece of paper, his eyes focused on the task at hand. The room is dimly lit, with a single lamp on the desk casting a warm glow. The walls are adorned with books and a few framed photographs. He is seen looking up from his writing, his expression thoughtful, before returning to his task.",2675,Barack Obama,37,t2vunlearning_face_cogvideox
"Barack Obama sits in a dimly lit room, wearing a suit and tie, with a single desk lamp casting a warm glow on his face. He holds a thick, leather-bound document in his hands, his eyes scanning each page with intense focus. His brow furrows slightly as he reads, his lips moving silently as he absorbs the information. The room is filled with the faint scent of old books and the soft hum of a distant air conditioner, creating a sense of quiet contemplation. As he reads, his expression changes from curiosity to concern, his eyes narrowing slightly as he absorbs the weight of the information.",3122,Barack Obama,38,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a navy blue suit, stands in a dimly lit room with a subtle, warm glow emanating from the background. He slowly raises his hands, his fingers spread apart, and then brings them together in a deliberate clap, his eyes fixed on the audience. The camera captures the movement in close-up, emphasizing the deliberate, measured pace of the clap. The room's dim lighting and the subtle glow create an intimate atmosphere, as if the audience is witnessing a private moment of contemplation.",5061,Barack Obama,39,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a navy blue suit, white shirt, and red tie, walks towards the camera with a confident stride, his eyes fixed on the lens. As he approaches, his expression remains calm and composed, with a hint of a smile playing on his lips. He pauses for a moment, his hands clasped behind his back, before continuing his approach. The background is a blurred, neutral-colored room with a faint hint of a bookshelf in the distance.",2922,Barack Obama,40,t2vunlearning_face_cogvideox
"Barack Obama stands still, wearing a navy blue suit, white shirt, and a red tie, with a warm, genuine smile on his face. He is positioned against a subtle, gradient blue background, with a hint of a cityscape in the distance. His hands are clasped together in front of him, and his eyes are closed, as if savoring a moment of quiet contemplation. The lighting is soft and natural, with a slight warm glow, emphasizing the sense of calm and serenity.",4720,Barack Obama,41,t2vunlearning_face_cogvideox
"A dignified Barack Obama stands in front of a mirror, adjusting his suit, his hands moving with precision as he smooths out the wrinkles. He is dressed in a navy blue suit with a crisp white shirt and a red tie, his hair neatly trimmed and his eyes focused on the task at hand. The camera captures the subtle details of his movements, the way his fingers glide over the fabric, and the slight creases on his forehead as he concentrates. The background is a dimly lit room with a faint hint of wood paneling, adding to the sense of intimacy and professionalism.",2064,Barack Obama,42,t2vunlearning_face_cogvideox
"Barack Obama stands on a balcony, dressed in a navy blue suit, white shirt, and red tie, with a warm smile on his face. He raises his right hand in a friendly wave, his left hand resting on the railing of the balcony. The balcony itself is adorned with lush greenery, and the background is a vibrant cityscape with towering skyscrapers and bustling streets. The warm sunlight casts a golden glow on the scene, highlighting the President's charismatic presence.",5593,Barack Obama,43,t2vunlearning_face_cogvideox
"Barack Obama sits in a comfortable, worn armchair, wearing a simple white shirt and dark trousers, with a warm, golden light illuminating his face. He holds a delicate, antique teacup in his right hand, with a subtle smile on his face as he takes a sip of the steaming tea. The room is dimly lit, with a few books and papers scattered on a nearby table, giving the impression of a quiet, contemplative moment. As he sets the cup down, his eyes gaze off into the distance, lost in thought, with the soft, soothing sound of the tea being poured in the background.",1376,Barack Obama,44,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a navy blue suit, white shirt, and red tie, stands in front of a subtle, dark-colored background, his eyes locked onto the camera lens. He flashes a warm, genuine smile, his teeth gleaming in the soft light. His facial expression is relaxed, conveying a sense of confidence and authority. The camera captures his every detail, from the slight crease on his forehead to the subtle dimples on his cheeks, as he looks directly at the viewer, exuding a sense of warmth and approachability.",4775,Barack Obama,45,t2vunlearning_face_cogvideox
"Barack Obama sits in a dimly lit, wood-paneled room, wearing a navy blue suit, white shirt, and a silver tie, his eyes intently focused on the person speaking to him. He leans forward slightly, his hands clasped together, his expression a mix of curiosity and concern. The room is filled with books and papers, giving a sense of a private meeting. As the speaker continues, Obama's eyes narrow slightly, his brow furrowed in thought, his hands still clasped together. The lighting is soft, with a hint of warmth, and the atmosphere is one of quiet contemplation.",5520,Barack Obama,46,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a tailored black suit, walks confidently onto a dimly lit stage, his eyes fixed on the audience. The stage is set with a simple backdrop of a cityscape at night, with a subtle spotlight shining down on him. As he moves, his suit jacket is slightly open, revealing a crisp white shirt and a silver tie. He pauses for a moment, surveying the crowd, before continuing to walk towards the microphone, his hands clasped behind his back. The atmosphere is one of anticipation and respect, with the audience hanging on his every word.",4417,Barack Obama,47,t2vunlearning_face_cogvideox
"Barack Obama stands on a sun-drenched, grassy hill overlooking a serene lake, wearing a navy blue suit, white shirt, and a red tie, as he delivers a passionate speech to a small crowd of people gathered around him. The sky above is a brilliant blue, with a few wispy clouds drifting lazily across it. As he speaks, his hands gesture emphatically, and his eyes shine with conviction. The surrounding trees, with their lush green leaves, provide a natural backdrop to his words, which seem to carry across the water to the distant shore.",1529,Barack Obama,48,t2vunlearning_face_cogvideox
"Barack Obama stands near a lush, vibrant garden, wearing a light blue suit, white shirt, and a tie, with a subtle smile on his face. He is seen standing near a small pond, with a few water lilies floating on its surface, and a few trees in the background. The garden is filled with a variety of colorful flowers, including red roses, yellow daisies, and purple lavender, which add a touch of elegance to the scene. The sunlight casts a warm glow on the scene, highlighting the beauty of the garden and the calm demeanor of Barack Obama.",3233,Barack Obama,49,t2vunlearning_face_cogvideox
"Barack Obama sits on a plush, cream-colored sofa, wearing a navy blue suit, white shirt, and a silver tie, with a subtle smile on his face. He leans forward slightly, his hands clasped together, as he begins to speak. The room is dimly lit, with a warm, golden glow emanating from a nearby lamp, casting a flattering light on his face. The background is a subtle, muted color, allowing his words and presence to take center stage.",2098,Barack Obama,50,t2vunlearning_face_cogvideox
"Barack Obama stands confidently in front of a podium, wearing a suit and tie, with a microphone in hand. He begins to speak, his voice filled with conviction and authority, as he gestures with his free hand. The camera zooms in on his face, capturing the intensity of his expression, before panning out to show the packed auditorium behind him. As he continues to speak, the lighting in the room shifts, casting a warm glow on his face, and the audience listens intently, their faces a mix of awe and admiration.",5317,Barack Obama,51,t2vunlearning_face_cogvideox
"Barack Obama stands in a dimly lit, wood-paneled room, wearing a suit and tie, with a large, old-fashioned map spread out on a wooden table in front of him. He points to a specific location on the map with his index finger, his expression serious and intent. The map appears to be a vintage, hand-drawn map of the United States, with intricate details and illustrations. The room is filled with books and papers, giving the impression of a study or library. The lighting is warm and soft, with a hint of nostalgia.",4840,Barack Obama,52,t2vunlearning_face_cogvideox
"Barack Obama sits at a polished wood conference table, his suit jacket removed, revealing a crisp white shirt and a silver tie, as he leans forward, hands clasped together, in a moment of intense discussion. The table is adorned with a glass of water, a pen holder, and a stack of papers, while the room's dim lighting creates a sense of intimacy. His eyes are focused on the person across from him, his expression a mix of concern and determination. The atmosphere is one of high-stakes negotiation, with the weight of responsibility evident on his shoulders.",1065,Barack Obama,53,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a navy blue suit, white shirt, and red tie, sits in a dimly lit room with a wooden table in the background. He leans forward, his eyes focused intently on the person speaking, his hands clasped together in a thoughtful gesture. As he listens, his head nods slowly, his expression a mix of understanding and contemplation. The soft lighting and the quiet atmosphere of the room create a sense of intimacy and gravity, emphasizing the importance of the conversation.",3161,Barack Obama,54,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a navy blue suit, slowly descends the stairs, his hands in his pockets, his eyes fixed on the floor. He pauses at the bottom step, his expression contemplative, as if lost in thought. He then continues down the stairs, his pace deliberate, his eyes still fixed on the floor. As he reaches the bottom, he pauses again, his hands still in his pockets, his expression unchanged.",2727,Barack Obama,55,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a navy blue suit, white shirt, and red tie, stands in front of a wooden door with a subtle smile on his face. He slowly turns the door handle, and as the door opens, his smile widens, revealing a hint of satisfaction. He steps through the doorway, his eyes scanning the room, and his smile remains, suggesting a sense of accomplishment.",1558,Barack Obama,56,t2vunlearning_face_cogvideox
"Barack Obama stands tall, dressed in a navy blue suit, white shirt, and red tie, in front of a majestic American flag, its stars and stripes fluttering gently in the breeze. He looks directly at the camera, his eyes filled with a sense of pride and responsibility, his hands clasped behind his back. The flag, with its 50 stars, serves as a powerful symbol of the country he has served as its 44th President.",1824,Barack Obama,57,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a navy blue suit, white shirt, and red tie, stands in a dimly lit room with a wooden desk in the background. He looks around thoughtfully, his eyes scanning the space with a hint of contemplation. His hands are clasped together in front of him, and his expression is one of deep consideration. The lighting is soft and warm, with a hint of golden glow, adding to the sense of introspection.",4196,Barack Obama,58,t2vunlearning_face_cogvideox
"Barack Obama, dressed in a navy blue suit, white shirt, and red tie, sits at a wooden desk with a leather-bound book lying open in front of him. He holds a pen in his right hand, poised to sign a document. The room is dimly lit, with a single lamp casting a warm glow on his face. As he signs, his eyes are focused intently on the paper, his brow slightly furrowed in concentration. The camera zooms in on his hand as he writes, the pen gliding smoothly across the page. The atmosphere is one of quiet contemplation, as if the weight of the moment is palpable.",1889,Barack Obama,59,t2vunlearning_face_cogvideox
"Barack Obama Barack Obama , dressed in a navy blue suit, white shirt, and a red tie, sits in a dimly lit room with a wooden desk in the background. He is seen sitting in a chair, his hands clasped together, his eyes closed, and his face reflecting deep contemplation. The room is dimly lit, with a single lamp casting a warm glow on his face. The atmosphere is one of quiet introspection, with the only sound being the soft hum of a nearby air conditioner.",5262,Barack Obama,60,t2vunlearning_face_cogvideox
"Donald Trump, dressed in a navy blue suit, white shirt, and red tie, walks slowly through a serene park, his pace deliberate and contemplative. The camera captures his every step, showcasing his distinctive gait, as he moves through the lush greenery, the sound of birds chirping and leaves rustling in the background. He pauses occasionally, looking around, his expression thoughtful, before continuing his leisurely stroll.",3728,Donald Trump,61,t2vunlearning_face_cogvideox
"A confident Donald Trump stands on a podium, wearing a navy blue suit, white shirt, and red tie, with a bright American flag behind him. He raises his right hand in a triumphant gesture, his fingers spread wide, as he surveys the enthusiastic crowd before him. The camera captures his determined expression, his eyes fixed on the audience, as he waves his hand in a sweeping motion, his suit jacket flapping open to reveal his crisp white shirt.",1285,Donald Trump,62,t2vunlearning_face_cogvideox
"A confident Donald Trump stands at a podium, wearing a navy blue suit, white shirt, and red tie, with a bright, toothy smile on his face. He holds a microphone in his right hand, his left hand resting on the podium. The background is a dimly lit, ornate room with a large American flag behind him. He is seen speaking passionately, his eyes shining with conviction, as he gestures with his right hand. The camera zooms in on his face, capturing the intensity of his expression, before panning out to show the audience, who are seated and attentive.",5433,Donald Trump,63,t2vunlearning_face_cogvideox
"Donald Trump, dressed in a navy blue suit, white shirt, and red tie, sits in a plush, high-backed chair, with a stern expression. He leans forward, his hands clasped together, as he engages in a heated conversation with a woman seated across from him. Her expression is one of concern, as she listens intently to his words. The room is dimly lit, with a single, flickering candle casting a warm glow on the pair. The atmosphere is tense, with the sound of a crackling fire in the background adding to the sense of drama.",4842,Donald Trump,64,t2vunlearning_face_cogvideox
"A confident Donald Trump stands behind a sleek, black podium, wearing a tailored suit, white shirt, and a red tie, with a stern expression. He holds a microphone in his right hand, his left hand resting on the podium. The background is a dimly lit, dark-colored room with a subtle hint of a cityscape outside. He appears to be addressing a crowd, his voice echoing through the room.",1593,Donald Trump,65,t2vunlearning_face_cogvideox
"A confident Donald Trump, dressed in a navy blue suit, white shirt, and red tie, extends his right hand to shake hands with a dignified-looking individual, possibly a world leader, in a luxurious, dimly lit room with a subtle hint of gold accents. The handshake is firm, with both parties maintaining eye contact, conveying a sense of mutual respect and authority. The scene is set against a backdrop of a grand, ornate table with a subtle sheen, adorned with a few strategically placed, elegant vases and a few books.",3851,Donald Trump,66,t2vunlearning_face_cogvideox
"Donald Trump, dressed in a navy blue suit, white shirt, and red tie, sits at a wooden desk, surrounded by papers, pens, and a laptop. He is seen writing with a red pen on a white sheet of paper, his face reflecting concentration. The room is dimly lit, with a single lamp casting a warm glow on his face. The background is a blurred image of a cityscape, suggesting a high-rise office building.",2675,Donald Trump,67,t2vunlearning_face_cogvideox
"Donald Trump with a distinctive hairstyle, wearing a navy blue suit, white shirt, and red tie, sits at a wooden desk, surrounded by papers and a glass of water. He holds a document in his right hand, his eyes scanning the text with intense focus. His left hand rests on the desk, fingers curled around the edge. The room is dimly lit, with a single lamp casting a warm glow on his face. The atmosphere is one of quiet contemplation, as if he is deeply considering the contents of the document.",3122,Donald Trump,68,t2vunlearning_face_cogvideox
"Donald Trump with a distinctive hairstyle, wearing a suit and tie, stands in front of a podium, his hands clasped together in a slow, deliberate clap. The background is a dimly lit, ornate room with a large American flag behind him. His facial expression is one of satisfaction, as if he is acknowledging his own accomplishments. The camera zooms in on his hands, highlighting the slow, deliberate movement of his fingers as he claps.",5061,Donald Trump,69,t2vunlearning_face_cogvideox
"A confident Donald Trump, dressed in a navy blue suit, white shirt, and red tie, walks towards the camera, his signature comb-over hairstyle perfectly in place. He is seen adjusting his tie, his eyes fixed on the lens, exuding an air of authority. As he approaches, his suit jacket is slightly open, revealing a crisp white shirt and a gold tie clip. His hands are clasped behind his back, giving the impression of Donald Trump who is in control. The background is a blurred, neutral color, allowing the focus to be solely on Trump's imposing figure.",2922,Donald Trump,70,t2vunlearning_face_cogvideox
"A confident Donald Trump stands still, wearing a navy blue suit, white shirt, and red tie, with a bright, toothy smile on his face. He is positioned in front of a gleaming, polished wooden podium, with a subtle American flag subtly visible in the background. His suit is immaculately pressed, and his hair is styled in its signature manner. He appears to be addressing a crowd, but the camera focuses on his calm, collected demeanor, highlighting his self-assured expression.",4720,Donald Trump,71,t2vunlearning_face_cogvideox
"Donald Trump, dressed in a navy blue suit with a white shirt and a red tie, stands in front of a mirror, adjusting his tie. He is seen adjusting his cufflinks, then his suit jacket, and finally his tie again, all while looking at his reflection in the mirror.",2064,Donald Trump,72,t2vunlearning_face_cogvideox
