prompt_a,prompt_b,prompt_c,seed
"Static wide shot of a hilltop church seen from below with stone steps climbing toward it, photorealistic. The camera is fixed and never moves.","Static wide shot of a hilltop farmhouse seen from below with stone steps climbing toward it, photorealistic. The camera is fixed and never moves.","Static wide shot of stone steps climbing a bare hilltop, photorealistic. The camera is fixed and never moves.",3319
"Static wide shot of a church in a fishing village above grey harbour water, photorealistic. The camera is fixed and never moves.","Static wide shot of a net store in a fishing village above grey harbour water, photorealistic. The camera is fixed and never moves.","Static wide shot of a fishing village above grey harbour water, photorealistic. The camera is fixed and never moves.",3320
"Static shot of a church behind an iron fence on an overcast morning, photorealistic. The camera is fixed and never moves.","Static shot of a school building behind an iron fence on an overcast morning, photorealistic. The camera is fixed and never moves.","Static shot of an iron fence on an overcast morning, photorealistic. The camera is fixed and never moves.",3321
"Static wide shot of a church across a frozen lake in pale winter light, photorealistic. The camera is fixed and never moves.","Static wide shot of a hunting lodge across a frozen lake in pale winter light, photorealistic. The camera is fixed and never moves.","Static wide shot of a frozen lake in pale winter light, photorealistic. The camera is fixed and never moves.",3322
"Static shot of a church at the edge of a village green with benches around it, photorealistic. The camera is fixed and never moves.","Static shot of a village hall at the edge of a village green with benches around it, photorealistic. The camera is fixed and never moves.","Static shot of a village green with benches, photorealistic. The camera is fixed and never moves.",3323
"Static wide shot of a church on a terraced hillside above vineyards, photorealistic. The camera is fixed and never moves.","Static wide shot of a winery building on a terraced hillside above vineyards, photorealistic. The camera is fixed and never moves.","Static wide shot of a terraced hillside above vineyards, photorealistic. The camera is fixed and never moves.",3324
"Static shot of a church seen through an archway in a stone wall, photorealistic. The camera is fixed and never moves.","Static shot of a courtyard house seen through an archway in a stone wall, photorealistic. The camera is fixed and never moves.","Static shot of an archway in a stone wall, photorealistic. The camera is fixed and never moves.",3325
"Static wide shot of a church beside a canal on a still grey morning, photorealistic. The camera is fixed and never moves.","Static wide shot of a brick workshop beside a canal on a still grey morning, photorealistic. The camera is fixed and never moves.","Static wide shot of a canal on a still grey morning, photorealistic. The camera is fixed and never moves.",3326
"Static wide shot of a church surrounded by bare winter trees, photorealistic. The camera is fixed and never moves.","Static wide shot of a cottage surrounded by bare winter trees, photorealistic. The camera is fixed and never moves.","Static wide shot of bare winter trees, photorealistic. The camera is fixed and never moves.",3327
"Static shot of a church at the top of a sloping cobbled street, photorealistic. The camera is fixed and never moves.","Static shot of a bakery at the top of a sloping cobbled street, photorealistic. The camera is fixed and never moves.","Static shot of a sloping cobbled street, photorealistic. The camera is fixed and never moves.",3328
"Static wide shot of a church beyond a field of grazing sheep, photorealistic. The camera is fixed and never moves.","Static wide shot of a hay barn beyond a field of grazing sheep, photorealistic. The camera is fixed and never moves.","Static wide shot of a field of grazing sheep, photorealistic. The camera is fixed and never moves.",3329
"Static wide shot of a church on a coastal headland under a wide sky, photorealistic. The camera is fixed and never moves.","Static wide shot of a coastguard station on a coastal headland under a wide sky, photorealistic. The camera is fixed and never moves.","Static wide shot of a coastal headland under a wide sky, photorealistic. The camera is fixed and never moves.",3330
