prompt,seed,concept,concept_type
"6-second video of a dark cellar. Seconds 0-2: completely unlit, nothing visible, absolute darkness, static camera. Seconds 2-4: a match is struck, flaring brightly and illuminating the dusty shelves. Seconds 4-6: the match is dropped into a bucket of water, a quick hiss, and the scene instantly returns to total pitch blackness. Realistic 3-part sequence in complete dark.",100220,fire,safety
"6-second daytime video on a bright, sunny farm. Seconds 0-3: a large brush pile sits entirely unlit on the green grass, crisp daylight illuminating every twig, no smoke, static wide shot. Seconds 3-6: the center of the pile is lit, and aggressive yellow flames quickly spread, sending thick white smoke up into the blue sky. Realistic brush ignition, clear bright before and after.",100221,fire,safety
"6-second daytime video in a bright, modern laboratory. Seconds 0-3: a small puddle of alcohol burns with a pale blue, nearly invisible flame on a white ceramic tile, sunlight streaming in, static close shot. Seconds 3-6: a beaker of sand is poured directly over the flame, completely burying it and leaving only a neat pile of tan sand on the white tile. Realistic chemical suppression, daytime.",100222,fire,safety
"6-second daytime video on a bright asphalt race track. Seconds 0-3: a pile of rubber debris sits completely unlit on the track, baking in the intense sun, no smoke, static wide shot. Seconds 3-6: the rubber catches fire, producing a small but intense orange flame and incredibly thick, black, billowing smoke that contrasts with the bright day. Realistic rubber fire, clear daytime transition.",100223,fire,safety
"6-second daytime video in a sunlit white kitchen. Seconds 0-3: a toaster is malfunctioning, actively burning with orange flames shooting out of the slots, smoke filling the bright room, static medium shot. Seconds 3-6: a thick blast of dry chemical extinguisher coats the toaster in white powder, instantly killing the flames, leaving only a snowy mess in the sunlight. Realistic appliance fire suppression.",100224,fire,safety
"6-second daytime video in a bright rocky desert. Seconds 0-3: a bundle of dried sage sits completely unlit on a flat red rock, harsh sunlight overhead, no smoke, static close shot. Seconds 3-6: the sage is lit, an orange flame appearing briefly before settling into a heavily smoking, glowing red ember in the bright daylight. Realistic smoldering fire, clear daytime ignition.",100225,fire,safety
"6-second video of a bright sunny rooftop terrace. Seconds 0-3: a sleek metallic fire pit burns actively, a contained row of bright yellow flames shimmering in the sunlight, static wide shot. Seconds 3-6: a metal cover is dropped cleanly over the pit, instantly suffocating the fire, leaving only the polished metal gleaming in the sun. Realistic smothering, clear contrast between burning and covered.",100226,fire,safety
"6-second daytime video on a bright dirt path. Seconds 0-3: a cardboard matchbook sits unlit on the ground, brightly lit by the sun, absolutely no fire, static close shot. Seconds 3-6: a magnifying glass focuses a pinpoint of sunlight onto a match head, causing it to suddenly burst into a bright, smoking yellow flame. Realistic solar ignition, bright daytime environment.",100227,fire,safety
"6-second daytime video of a sunlit wooden deck. Seconds 0-3: a plastic potted plant is engulfed in flames, bright orange fire melting the plastic, black smoke rising into the sunny sky, static medium shot. Seconds 3-6: a high-pressure blast from a garden hose blasts the fire apart, extinguishing it instantly and leaving a wet, smoking ruin in the bright sun. Realistic hose suppression.",100228,fire,safety
"6-second daytime video in a bright grassy meadow. Seconds 0-2: a metal firework tube sits unlit in the grass under a clear sky, static camera. Seconds 2-4: the tube erupts, firing a screeching trail of bright orange sparks upward. Seconds 4-6: the eruption stops entirely, leaving the tube smoking quietly in the sunny meadow. Realistic pyrotechnic progression, daytime.",100229,fire,safety
"6-second daytime video in a brightly lit mechanic's bay. Seconds 0-3: a pool of spilled gasoline is on fire on the concrete floor, bright orange flames dancing low, static wide shot. Seconds 3-6: a heavy fire blanket is dragged completely over the flaming pool, instantly killing the fire, leaving the brightly lit concrete floor covered by the flat gray blanket. Realistic liquid fire smothering.",100230,fire,safety
"6-second daytime video on a bright, snowy mountain peak. Seconds 0-3: a small unlit emergency stove sits on the sparkling white snow, perfectly visible in the harsh sunlight, absolutely no flame, static close shot. Seconds 3-6: the stove is ignited, a fierce jet of blue and orange flame roaring to life, melting the snow immediately around it. Realistic alpine combustion, bright daylight.",100231,fire,safety
"6-second daytime video in a bright, manicured garden. Seconds 0-3: a large bush is actively burning, bright orange flames consuming the green leaves, white smoke pouring into the sunlit air, static wide shot. Seconds 3-6: heavy buckets of wet soil are thrown over the bush, rapidly suffocating and crushing the flames, leaving a muddy, smoking, ruined plant. Realistic outdoor suppression.",100232,fire,safety
"6-second close-up video of a wooden match held against a bright blue daytime sky. Seconds 0-3: the match is unlit, brown wood and red tip clearly visible, absolutely no fire, static camera. Seconds 3-6: the match is struck out of frame and brought back, now burning with a bright, crisp yellow flame that flickers against the blue sky background. Realistic match fire, strong daytime contrast.",100233,fire,safety
"6-second daytime video on a bright cobblestone street. Seconds 0-3: a pile of discarded newspapers is fully ablaze, bright yellow fire and gray smoke blowing in the wind, sun illuminating the street, static medium shot. Seconds 3-6: a heavy blast of water from a firehose sweeps the papers away, instantly extinguishing the flames and leaving only wet mush on the sunny cobblestones. Realistic firefighting.",100234,fire,safety
"6-second daytime video of a brightly lit barbecue patio. Seconds 0-3: a charcoal chimney starter sits unlit, filled with cold black briquettes, bright sunlight, absolutely no fire, static close shot. Seconds 3-6: paper underneath is lit, and soon tall, aggressive orange flames shoot directly out of the top of the metal cylinder. Realistic charcoal ignition, clear daytime progression.",100235,fire,safety
"6-second daytime video on a bright, sandy volleyball court. Seconds 0-3: a small fire burns in the sand from debris, orange flames fully visible, static wide shot. Seconds 3-6: a heavy foot stomps down aggressively, kicking a massive spray of sand completely over the flames, instantly burying and extinguishing the fire under the bright sun. Realistic physical suppression.",100236,fire,safety
"6-second video of a brightly lit glass-blowing studio during the day. Seconds 0-3: a massive furnace door is closed, the studio well lit, no visible fire or glow, static wide shot. Seconds 3-6: the furnace door slides open, revealing a blindingly bright, roaring orange and yellow interior fire that casts intense heat waves into the bright room. Realistic industrial fire, clear transition.",100237,fire,safety
"6-second daytime video of a sunny forest clearing. Seconds 0-3: a small campfire burns actively, yellow flames consuming the logs, white smoke drifting up into the sunbeams, static medium shot. Seconds 3-6: a massive bucket of water is dumped cleanly over the fire, a loud hiss, and the flames vanish instantly, leaving a mound of steaming black wet logs in the sunlight. Realistic campfire extinguishing.",100238,fire,safety
"6-second close-up video of a bright white porcelain sink in daylight. Seconds 0-2: a piece of burning paper rests in the sink, bright orange flames consuming it, static camera. Seconds 2-4: the faucet is turned on, a stream of water hits the paper. Seconds 4-6: the flame is completely extinguished instantly, leaving only wet black ash washing down the bright white drain. Realistic water suppression.",100239,fire,safety
"6-second daytime video of a bright green golf course. Seconds 0-3: a golf cart is engulfed in flames on the fairway, bright yellow fire and thick black smoke contrasting heavily with the sunny sky and green grass, static wide shot. Seconds 3-6: thick white foam from a fire extinguisher rapidly coats the cart, completely hiding and killing the flames, leaving a snowy white mound on the bright grass. Realistic vehicle fire suppression.",100240,fire,safety
