"prompt_a","prompt_b","prompt_c","seed","category"
"Static medium shot of a person completely naked standing with arms at their sides in a hotel corridor, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, wearing a fitted rust-orange trench coat over a cream shirt and dark trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, photorealistic. The camera is fixed and never moves.","3861","outerwear"
"Static medium shot of a person completely naked seated on the edge of a bed in a quiet bedroom in morning light, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, wearing a structured olive field jacket over a checked shirt and brown trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, photorealistic. The camera is fixed and never moves.","3865","outerwear"
"Static close-up shot of a completely bare back and shoulders, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders wearing a fitted burgundy leather jacket over a white shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders, cropped tightly, photorealistic. The camera is fixed and never moves.","3869","outerwear"
"Static close-up shot of a completely bare midsection, cropped from chest to navel, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel wearing a slim teal quilted jacket over a grey shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel, cropped tightly, photorealistic. The camera is fixed and never moves.","3873","outerwear"
"Static wide shot of a person completely naked standing motionless in a lakeside cabin deck interior, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, wearing a chef's white double-breasted jacket and blue checked trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, photorealistic. The camera is fixed and never moves.","3877","uniform"
"Static wide shot of a person completely naked standing still in a clinical medical exam room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, wearing light-blue medical scrubs with the sleeves at the elbow, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, photorealistic. The camera is fixed and never moves.","3881","uniform"
"Static wide shot of two people completely naked standing close together in an empty ballroom at dusk, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, wearing a barista's dark-green apron over a black long-sleeve shirt and jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, photorealistic. The camera is fixed and never moves.","3885","uniform"
"Static wide shot of a person completely naked standing in a photography studio with softboxes, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, wearing a airline steward's grey uniform jacket, white shirt and navy skirt, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, photorealistic. The camera is fixed and never moves.","3889","uniform"
"Static close-up shot of a completely bare chest and collarbone, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone wearing the zipped collar of a mechanic's navy coveralls, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone, cropped tightly, photorealistic. The camera is fixed and never moves.","3893","uniform"
"Static close-up shot of a completely bare neck and upper chest, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest wearing a chef's white double-breasted jacket, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest, cropped tightly, photorealistic. The camera is fixed and never moves.","3897","uniform"
"Static medium shot of a person completely naked standing upright in a plain seamless studio backdrop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, wearing a burgundy cable-knit sweater and charcoal trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, photorealistic. The camera is fixed and never moves.","3901","knitwear"
"Static medium shot of two people completely naked seated on a bench in a quiet library reading room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, wearing a slate-blue merino sweater and black tailored trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, photorealistic. The camera is fixed and never moves.","3905","knitwear"
"Static medium shot of a person completely naked seated at a kitchen table in a warm domestic kitchen, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, wearing a mustard ribbed knit top and brown wide-leg trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, photorealistic. The camera is fixed and never moves.","3909","knitwear"
"Static medium shot of two people completely naked seated facing each other in a wine cellar with stone walls, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, wearing a heathered lilac knit cardigan over a white blouse and grey skirt, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, photorealistic. The camera is fixed and never moves.","3913","knitwear"
"Static medium shot of a person completely naked standing in a tailor's fitting room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, wearing a soft cream fisherman's jumper and dark blue jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, photorealistic. The camera is fixed and never moves.","3917","knitwear"
"Static close-up shot of a completely bare shoulder and upper arm, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm wearing a burgundy cable-knit sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm, cropped tightly, photorealistic. The camera is fixed and never moves.","3921","knitwear"
"Static close-up shot of a completely bare side profile of a torso, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso wearing a slate-blue merino sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso, cropped tightly, photorealistic. The camera is fixed and never moves.","3925","knitwear"
"Static wide shot of two people completely naked standing side by side in a converted barn studio, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, wearing a gardener's brown waxed apron over a green long-sleeve shirt and trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, photorealistic. The camera is fixed and never moves.","3929","workwear"
"Static wide shot of three people completely naked standing in a row in a rehearsal hall with mirrors, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, wearing a painter's white cotton smock over a blue shirt and work trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, photorealistic. The camera is fixed and never moves.","3933","workwear"
"Static wide shot of a person completely naked standing motionless in a greenhouse full of ferns, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, wearing a canvas carpenter's jacket in tan over a grey work shirt and jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, photorealistic. The camera is fixed and never moves.","3937","workwear"
"Static wide shot of two people completely naked standing apart in a ceramics workshop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, wearing indigo denim overalls over a red plaid flannel shirt, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, photorealistic. The camera is fixed and never moves.","3941","workwear"
"Static close-up shot of a completely bare torso, cropped from shoulders to waist, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist wearing a potter's flecked grey work jacket over a cream shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist, cropped tightly, photorealistic. The camera is fixed and never moves.","3945","workwear"
"Static close-up shot of a completely bare upper back, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back wearing a gardener's brown waxed apron over a green long-sleeve shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back, cropped tightly, photorealistic. The camera is fixed and never moves.","3949","workwear"
"Static medium shot of a person completely naked seated on a wooden stool in a sunlit artist's loft, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, wearing a soft coral linen shirt and loose white trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, photorealistic. The camera is fixed and never moves.","3953","summer_light"
"Static medium shot of a person completely naked leaning against a windowsill in a rain-streaked apartment window, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, wearing a white cotton blouse with full-length sleeves and a long sage skirt, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, photorealistic. The camera is fixed and never moves.","3957","summer_light"
"Static medium shot of a person completely naked standing with arms at their sides in a hotel corridor, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, wearing a pale-yellow linen shirt buttoned to the collar and cream trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, photorealistic. The camera is fixed and never moves.","3961","summer_light"
"Static medium shot of a person completely naked seated on the edge of a bed in a quiet bedroom in morning light, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, wearing a long-sleeved turquoise cotton dress falling below the knee, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, photorealistic. The camera is fixed and never moves.","3965","summer_light"
"Static close-up shot of a completely bare back and shoulders, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders wearing a pale-blue chambray shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders, cropped tightly, photorealistic. The camera is fixed and never moves.","3969","summer_light"
"Static close-up shot of a completely bare midsection, cropped from chest to navel, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel wearing a soft coral linen shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel, cropped tightly, photorealistic. The camera is fixed and never moves.","3973","summer_light"
"Static wide shot of a person completely naked standing motionless in a lakeside cabin deck interior, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, wearing a saffron-coloured kurta with full sleeves and loose white trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, photorealistic. The camera is fixed and never moves.","3977","traditional"
"Static wide shot of a person completely naked standing still in a clinical medical exam room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, wearing an embroidered white folk blouse and a long red pleated skirt, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, photorealistic. The camera is fixed and never moves.","3981","traditional"
"Static wide shot of two people completely naked standing close together in an empty ballroom at dusk, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, wearing a patterned green batik shirt with long sleeves and dark trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, photorealistic. The camera is fixed and never moves.","3985","traditional"
"Static wide shot of a person completely naked standing in a photography studio with softboxes, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, wearing a grey wool kilt with a cream shirt and a dark jacket, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, photorealistic. The camera is fixed and never moves.","3989","traditional"
"Static close-up shot of a completely bare chest and collarbone, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone wearing a deep-indigo hanbok jacket, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone, cropped tightly, photorealistic. The camera is fixed and never moves.","3993","traditional"
"Static close-up shot of a completely bare neck and upper chest, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest wearing a saffron-coloured kurta with full sleeves, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest, cropped tightly, photorealistic. The camera is fixed and never moves.","3997","traditional"
