prompt,seed,class_name,class_idx
"Overhead shot of a French horn lying on a rehearsal-room floor next to a music stand.",4106,French horn,566
"A French horn in a display case in a music shop, other brass instruments blurred behind the glass.",4107,French horn,566
"A French horn held up against a plain grey studio backdrop, single key light, photorealistic.",4108,French horn,566
"A French horn resting on red theatre seating, the empty auditorium stretching out behind it.",4109,French horn,566
"Macro shot of the rotary valves of a French horn, fingers resting lightly on the levers.",4110,French horn,566
"A French horn placed on a piano lid in a practice room, afternoon light across the polished brass.",4111,French horn,566
"A French horn stands in its stand on a wooden stage, curtains drawn behind it.",4112,French horn,566
"A slightly tarnished French horn on a workbench in an instrument repair shop, small tools nearby.",4113,French horn,566
"A French horn seen from the bell end, the flare filling the frame, dark background behind.",4114,French horn,566
"A French horn lying in its velvet-lined case on a bed, the lid propped open.",4115,French horn,566
"A French horn on a music stand under a spotlight, the rest of the stage in darkness.",4116,French horn,566
"A French horn resting against a stone wall in a courtyard, warm evening light on the brass.",4117,French horn,566
"A French horn on a school classroom desk beside a folder of sheet music, fluorescent lighting.",4118,French horn,566
"A French horn held by a player in a marching band uniform, sunlight flashing off the bell.",4119,French horn,566
"A French horn photographed on a white seamless background, clean product lighting, photorealistic.",4120,French horn,566
"A green garbage truck moves slowly along a suburban street on a bright morning, photorealistic.",4121,garbage truck,569
"A garbage truck parked at the kerb with its rear loader raised, bins lined up on the pavement.",4122,garbage truck,569
"Close-up of the rear hopper of a garbage truck compacting refuse, hydraulic arms in motion.",4123,garbage truck,569
"A white garbage truck turns a corner in a narrow city street between tall buildings.",4124,garbage truck,569
"A garbage truck stands in a depot yard at dawn, other trucks parked in a row behind it.",4125,garbage truck,569
"A garbage truck lifts a wheeled bin with its mechanical arm outside a row of terraced houses.",4126,garbage truck,569
"A garbage truck drives away down a wet street, tail lights reflected in the puddles.",4127,garbage truck,569
"A garbage truck parked beside an industrial container yard under a flat grey sky.",4128,garbage truck,569
"Side view of a garbage truck idling at a junction, exhaust visible in the cold morning air.",4129,garbage truck,569
"A garbage truck in a residential cul-de-sac, workers walking alongside it between the houses.",4130,garbage truck,569
"A garbage truck on a rural road passing green hedgerows, midday sun on its dusty paintwork.",4131,garbage truck,569
"An orange garbage truck reverses into a narrow alley, warning lights flashing on its cab.",4132,garbage truck,569
"A garbage truck at a landfill site, tipping its load, gulls circling overhead.",4133,garbage truck,569
"A garbage truck washed and parked in a depot, its bodywork gleaming under floodlights at night.",4134,garbage truck,569
"A garbage truck moving through a snowy street, slush thrown up behind its wheels.",4135,garbage truck,569
"Front three-quarter view of a garbage truck stopped at a red light in a busy city.",4136,garbage truck,569
"A garbage truck in a supermarket service yard, loading bay doors open behind it.",4137,garbage truck,569
"A garbage truck seen from an upper window as it works its way along a tree-lined avenue.",4138,garbage truck,569
"A garbage truck parked outside an apartment block, its compactor running, morning light on the walls.",4139,garbage truck,569
"A garbage truck driving along a coastal road with the sea visible beyond the railings.",4140,garbage truck,569
"An old gas pump stands on the forecourt of a rural filling station, paint faded by the sun.",4141,gas pump,571
"Close-up of a gas pump nozzle and hose hanging on its cradle, photorealistic, shallow depth of field.",4142,gas pump,571
"A row of gas pumps under a filling-station canopy at dusk, fluorescent light spilling onto the concrete.",4143,gas pump,571
"A vintage red gas pump beside a desert highway, heat haze shimmering above the tarmac.",4144,gas pump,571
"A modern gas pump with a digital display, its screen glowing in the early morning half-light.",4145,gas pump,571
"A gas pump on a snowy forecourt, its casing rimmed with frost, grey winter sky above.",4146,gas pump,571
"An abandoned gas pump overgrown with weeds beside a boarded-up station, rust streaking its body.",4147,gas pump,571
"A gas pump photographed straight on against a plain wall, hard midday sun and sharp shadows.",4148,gas pump,571
"A gas pump at a small village filling station, an air line coiled on the wall behind it.",4149,gas pump,571
"Close-up of the hose and grip of a gas pump being lifted from its holster.",4150,gas pump,571
"Two gas pumps side by side on a wet forecourt, reflections of the canopy lights in the puddles.",4151,gas pump,571
"A gas pump at a roadside station at night, moths circling the light above it.",4152,gas pump,571
"A restored antique gas pump displayed outside a garage museum, chrome and glass globe on top.",4153,gas pump,571
"A gas pump on a coastal forecourt, the sea and a low harbour wall visible in the background.",4154,gas pump,571
"A gas pump with a hand-lettered price board beside it at a remote mountain filling station.",4155,gas pump,571
"A dusty gas pump on a gravel forecourt, a battered sign creaking above it in the wind.",4156,gas pump,571
"A gas pump at a busy motorway service station, cars queuing behind it in the afternoon light.",4157,gas pump,571
"Low-angle shot of a gas pump against a wide blue sky with scattered clouds.",4158,gas pump,571
"A gas pump on an empty forecourt at first light, long shadows stretching across the tarmac.",4159,gas pump,571
"A yellow gas pump beside a small workshop, oil stains on the concrete beneath it.",4160,gas pump,571
"A white golf ball rests on a tee on a manicured fairway, morning dew on the grass around it.",4161,golf ball,574
"Extreme close-up of a golf ball on green turf, its dimpled surface sharply in focus.",4162,golf ball,574
"A golf ball sits at the lip of a hole on a putting green, the flagstick casting a thin shadow.",4163,golf ball,574
"A golf ball lies in a sand bunker, rake marks visible in the sand around it.",4164,golf ball,574
"A golf ball on a wooden tee against the low sun, long shadow stretching across the fairway.",4165,golf ball,574
"A golf ball rolls slowly across a putting green toward the hole, photorealistic and sharp.",4166,golf ball,574
"A golf ball resting in short rough beside a fairway, blades of grass leaning over it.",4167,golf ball,574
"A golf ball on a rubber mat at a driving range, netting and distance markers behind it.",4168,golf ball,574
"Studio shot of a golf ball on a dark reflective surface, single soft light picking out the dimples.",4169,golf ball,574
"A golf ball half submerged at the edge of a water hazard, ripples moving around it.",4170,golf ball,574
"A golf ball in the palm of a gloved hand held over a green, out-of-focus trees behind.",4171,golf ball,574
"Three golf balls scattered on a practice green, the nearest one filling most of the frame.",4172,golf ball,574
"A golf ball on a frosty fairway in early winter, pale sun low on the horizon.",4173,golf ball,574
"A golf ball perched on a tuft of grass beneath a tree, dappled light across it.",4174,golf ball,574
"A golf ball on a white seamless background, clean product lighting, photorealistic.",4175,golf ball,574
"A golf ball beside a putter head on a green, both sharply lit by afternoon sun.",4176,golf ball,574
"A golf ball sitting in a divot on a fairway, loose turf scattered nearby.",4177,golf ball,574
"A golf ball on a tee at a coastal links course, dunes and grey sea beyond.",4178,golf ball,574
"A golf ball rests on gravel at the edge of a cart path, the fairway blurred behind it.",4179,golf ball,574
"A golf ball in a plastic bucket of range balls, the nearest ball sharply in focus.",4180,golf ball,574
"A parachute canopy opens against a clear blue sky, its bright panels billowing in the wind.",4181,parachute,701
"A skydiver descends under a rectangular parachute, the canopy filling the upper frame.",4182,parachute,701
"A parachute drifts slowly toward a green landing field, lines taut beneath the canopy.",4183,parachute,701
"Several parachutes descend together against a pale morning sky, seen from the ground.",4184,parachute,701
"A red and white parachute seen from below, sunlight glowing through the fabric panels.",4185,parachute,701
"A parachute canopy lies spread across grass after landing, lines trailing across the ground.",4186,parachute,701
"A parachute opens above a coastline, the sea and beach far below, photorealistic aerial view.",4187,parachute,701
"A parachute descends through scattered clouds, the canopy silhouetted against bright sky.",4188,parachute,701
"A parachutist under a yellow canopy turns slowly, farmland patchwork visible far below.",4189,parachute,701
"A parachute inflates just after deployment, fabric rippling as it catches the air.",4190,parachute,701
"A parachute canopy against a sunset sky, warm orange light glowing through the fabric.",4191,parachute,701
"A cargo parachute drifts down over an open field, its wide canopy swaying gently.",4192,parachute,701
"A parachute seen from directly beneath, the canopy filling the whole frame against blue sky.",4193,parachute,701
"A parachute descends toward a mountain valley, ridgelines and pine forest below.",4194,parachute,701
"Two parachutes descend side by side over a coastal airfield on a bright clear day.",4195,parachute,701
"A parachute canopy backlit by the sun, its shadow moving across a grassy drop zone.",4196,parachute,701
"A parachute lies collapsed on the ground beside a helmet and harness after a jump.",4197,parachute,701
"A parachute opens above a desert landing zone, dust rising far below in the still air.",4198,parachute,701
"A striped parachute descends slowly through calm evening air over open countryside.",4199,parachute,701
"A parachute drifts across a wide grey sky, the canopy small and sharp against the clouds.",4200,parachute,701
