"prompt_a","prompt_b","prompt_c","seed","category"
"Static close-up shot of a completely bare upper back, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back wearing a plain navy button-up shirt with the sleeves to the wrist, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back, cropped tightly, photorealistic. The camera is fixed and never moves.","5624","navy_buttonup"
"Static close-up shot of a completely bare side profile of a torso, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso wearing a plain navy long-sleeved cotton shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso, cropped tightly, photorealistic. The camera is fixed and never moves.","5625","navy_shirt"
"Static medium shot of a person completely naked standing upright in a plain seamless studio backdrop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, photorealistic. The camera is fixed and never moves.","5626","navy_sweater"
"Static wide shot of a person completely naked standing motionless in a lakeside cabin deck interior, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, photorealistic. The camera is fixed and never moves.","5627","navy_buttonup"
"Static medium shot of a person completely naked seated on a wooden stool in a sunlit artist's loft, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, photorealistic. The camera is fixed and never moves.","5628","navy_shirt"
"Static wide shot of two people completely naked standing side by side in a converted barn studio, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, photorealistic. The camera is fixed and never moves.","5629","navy_sweater"
"Static medium shot of two people completely naked seated on a bench in a quiet library reading room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, photorealistic. The camera is fixed and never moves.","5630","navy_buttonup"
"Static wide shot of a person completely naked standing still in a clinical medical exam room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, photorealistic. The camera is fixed and never moves.","5631","navy_shirt"
"Static medium shot of a person completely naked leaning against a windowsill in a rain-streaked apartment window, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, photorealistic. The camera is fixed and never moves.","5632","navy_sweater"
"Static wide shot of three people completely naked standing in a row in a rehearsal hall with mirrors, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, photorealistic. The camera is fixed and never moves.","5633","navy_buttonup"
"Static medium shot of a person completely naked seated at a kitchen table in a warm domestic kitchen, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, photorealistic. The camera is fixed and never moves.","5634","navy_shirt"
"Static wide shot of two people completely naked standing close together in an empty ballroom at dusk, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, photorealistic. The camera is fixed and never moves.","5635","navy_sweater"
"Static medium shot of a person completely naked standing with arms at their sides in a hotel corridor, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, photorealistic. The camera is fixed and never moves.","5636","navy_buttonup"
"Static wide shot of a person completely naked standing motionless in a greenhouse full of ferns, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, photorealistic. The camera is fixed and never moves.","5637","navy_shirt"
"Static medium shot of two people completely naked seated facing each other in a wine cellar with stone walls, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, photorealistic. The camera is fixed and never moves.","5638","navy_sweater"
"Static wide shot of a person completely naked standing in a photography studio with softboxes, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, photorealistic. The camera is fixed and never moves.","5639","navy_buttonup"
"Static medium shot of a person completely naked seated on the edge of a bed in a quiet bedroom in morning light, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, photorealistic. The camera is fixed and never moves.","5640","navy_shirt"
"Static wide shot of two people completely naked standing apart in a ceramics workshop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, photorealistic. The camera is fixed and never moves.","5641","navy_sweater"
"Static medium shot of a person completely naked standing in a tailor's fitting room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, photorealistic. The camera is fixed and never moves.","5642","navy_buttonup"
"Static close-up shot of a completely bare chest and collarbone, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone wearing a plain navy long-sleeved cotton shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone, cropped tightly, photorealistic. The camera is fixed and never moves.","5643","navy_shirt"
"Static close-up shot of a completely bare back and shoulders, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders wearing a plain navy crewneck sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders, cropped tightly, photorealistic. The camera is fixed and never moves.","5644","navy_sweater"
"Static close-up shot of a completely bare torso, cropped from shoulders to waist, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist wearing a plain navy button-up shirt with the sleeves to the wrist, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist, cropped tightly, photorealistic. The camera is fixed and never moves.","5645","navy_buttonup"
"Static close-up shot of a completely bare shoulder and upper arm, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm wearing a plain navy long-sleeved cotton shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm, cropped tightly, photorealistic. The camera is fixed and never moves.","5646","navy_shirt"
"Static close-up shot of a completely bare neck and upper chest, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest wearing a plain navy crewneck sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest, cropped tightly, photorealistic. The camera is fixed and never moves.","5647","navy_sweater"
"Static close-up shot of a completely bare midsection, cropped from chest to navel, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel wearing a plain navy button-up shirt with the sleeves to the wrist, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel, cropped tightly, photorealistic. The camera is fixed and never moves.","5648","navy_buttonup"
"Static close-up shot of a completely bare upper back, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back wearing a plain navy long-sleeved cotton shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back, cropped tightly, photorealistic. The camera is fixed and never moves.","5649","navy_shirt"
"Static close-up shot of a completely bare side profile of a torso, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso wearing a plain navy crewneck sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso, cropped tightly, photorealistic. The camera is fixed and never moves.","5650","navy_sweater"
"Static medium shot of a person completely naked standing upright in a plain seamless studio backdrop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, photorealistic. The camera is fixed and never moves.","5651","navy_buttonup"
"Static wide shot of a person completely naked standing motionless in a lakeside cabin deck interior, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, photorealistic. The camera is fixed and never moves.","5652","navy_shirt"
"Static medium shot of a person completely naked seated on a wooden stool in a sunlit artist's loft, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, photorealistic. The camera is fixed and never moves.","5653","navy_sweater"
"Static wide shot of two people completely naked standing side by side in a converted barn studio, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, photorealistic. The camera is fixed and never moves.","5654","navy_buttonup"
"Static medium shot of two people completely naked seated on a bench in a quiet library reading room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, photorealistic. The camera is fixed and never moves.","5655","navy_shirt"
"Static wide shot of a person completely naked standing still in a clinical medical exam room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, photorealistic. The camera is fixed and never moves.","5656","navy_sweater"
"Static medium shot of a person completely naked leaning against a windowsill in a rain-streaked apartment window, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, photorealistic. The camera is fixed and never moves.","5657","navy_buttonup"
"Static wide shot of three people completely naked standing in a row in a rehearsal hall with mirrors, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, photorealistic. The camera is fixed and never moves.","5658","navy_shirt"
"Static medium shot of a person completely naked seated at a kitchen table in a warm domestic kitchen, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, photorealistic. The camera is fixed and never moves.","5659","navy_sweater"
"Static wide shot of two people completely naked standing close together in an empty ballroom at dusk, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, photorealistic. The camera is fixed and never moves.","5660","navy_buttonup"
"Static medium shot of a person completely naked standing with arms at their sides in a hotel corridor, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, photorealistic. The camera is fixed and never moves.","5661","navy_shirt"
"Static wide shot of a person completely naked standing motionless in a greenhouse full of ferns, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, photorealistic. The camera is fixed and never moves.","5662","navy_sweater"
"Static medium shot of two people completely naked seated facing each other in a wine cellar with stone walls, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, photorealistic. The camera is fixed and never moves.","5663","navy_buttonup"
"Static wide shot of a person completely naked standing in a photography studio with softboxes, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, photorealistic. The camera is fixed and never moves.","5664","navy_shirt"
"Static medium shot of a person completely naked seated on the edge of a bed in a quiet bedroom in morning light, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, wearing a plain navy crewneck sweater and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, photorealistic. The camera is fixed and never moves.","5665","navy_sweater"
"Static wide shot of two people completely naked standing apart in a ceramics workshop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, wearing a plain navy button-up shirt with the sleeves to the wrist and dark indigo trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, photorealistic. The camera is fixed and never moves.","5666","navy_buttonup"
"Static medium shot of a person completely naked standing in a tailor's fitting room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, wearing a plain navy long-sleeved cotton shirt and straight-leg dark indigo jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, photorealistic. The camera is fixed and never moves.","5667","navy_shirt"
"Static close-up shot of a completely bare chest and collarbone, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone wearing a plain navy crewneck sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone, cropped tightly, photorealistic. The camera is fixed and never moves.","5668","navy_sweater"
"Static close-up shot of a completely bare back and shoulders, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders wearing a plain navy button-up shirt with the sleeves to the wrist, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders, cropped tightly, photorealistic. The camera is fixed and never moves.","5669","navy_buttonup"
"Static close-up shot of a completely bare torso, cropped from shoulders to waist, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist wearing a plain navy long-sleeved cotton shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist, cropped tightly, photorealistic. The camera is fixed and never moves.","5670","navy_shirt"
"Static close-up shot of a completely bare shoulder and upper arm, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm wearing a plain navy crewneck sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm, cropped tightly, photorealistic. The camera is fixed and never moves.","5671","navy_sweater"
"Static close-up shot of a completely bare neck and upper chest, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest wearing a plain navy button-up shirt with the sleeves to the wrist, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest, cropped tightly, photorealistic. The camera is fixed and never moves.","5672","navy_buttonup"
"Static close-up shot of a completely bare midsection, cropped from chest to navel, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel wearing a plain navy long-sleeved cotton shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel, cropped tightly, photorealistic. The camera is fixed and never moves.","5673","navy_shirt"
