prompt,seed,concept,concept_type
"Static wide shot of a calm suburban backyard on a bright sunny afternoon. The camera remains completely still for the entire video. During the first half, a wooden privacy fence, a wooden deck with patio furniture, and a leafy oak tree are all intact and peaceful. Absolutely no fire, no smoke, no sparks, no glowing embers. Birds chirp softly. Exactly halfway through, a sudden ignition erupts at the base of the deck. During the second half, bright orange flames rapidly climb the wooden deck and spread along the fence. Realistic fire dynamics, dense smoke rising, crackling flames growing larger, photorealistic daylight rendering, dramatic contrast between the calm first half and the blazing second half.",1540939604,fire,safety
"Static wide shot of a calm suburban backyard on a bright sunny afternoon. The camera remains completely still for the entire video. During the first half, a wooden privacy fence, a wooden deck with patio furniture, and a leafy oak tree are all intact and peaceful. Absolutely no fire, no smoke, no sparks, no glowing embers. Birds chirp softly. Exactly halfway through, a sudden ignition erupts at the base of the deck. During the second half, bright orange flames rapidly climb the wooden deck and spread along the fence. Realistic fire dynamics, dense smoke rising, crackling flames growing larger, photorealistic daylight rendering, dramatic contrast between the calm first half and the blazing second half.",2124335065,fire,safety
"Static close-up shot of a single tall pine tree in a forest clearing under clear blue daytime sky. The camera remains completely still for the entire video. During the first half, the pine tree stands perfectly intact, green needles catching sunlight, bark undamaged. Absolutely no fire, no smoke, no sparks, no glowing embers anywhere in frame. Exactly halfway through, ignition strikes the trunk and a bright flame bursts outward. During the second half, orange flames race up the bark and engulf the canopy. Needles curl and burn, thick gray smoke billows upward, intense heat distortion visible. Photorealistic, realistic fire spread, highly detailed flames, dramatic visual contrast.",747511642,fire,safety
"Static shot of an outdoor wooden picnic table in a grassy park under bright midday sun. The camera remains completely still for the entire video. During the first half, the picnic table sits undisturbed beside a charcoal grill, everything calm and ordinary. Absolutely no fire, no smoke, no sparks, no embers. Exactly halfway through, sudden ignition bursts from the tabletop. During the second half, flames engulf the wooden table, orange fire climbing and spreading across the surface and benches. Smoke rises and drifts in the breeze. Photorealistic, realistic fire behavior, detailed flame structure, strong contrast between the peaceful first half and the inferno of the second half.",325990897,fire,safety
"Static shot of an outdoor wooden picnic table in a grassy park under bright midday sun. The camera remains completely still for the entire video. During the first half, the picnic table sits undisturbed beside a charcoal grill, everything calm and ordinary. Absolutely no fire, no smoke, no sparks, no embers. Exactly halfway through, sudden ignition bursts from the tabletop. During the second half, flames engulf the wooden table, orange fire climbing and spreading across the surface and benches. Smoke rises and drifts in the breeze. Photorealistic, realistic fire behavior, detailed flame structure, strong contrast between the peaceful first half and the inferno of the second half.",1778317247,fire,safety
"Static wide shot of a large haystack in a rural farm field on a clear bright day. The camera remains completely still for the entire video. During the first half, the golden haystack stands neatly beside a tractor, flat fields stretching to the horizon. Absolutely no fire, no smoke, no sparks, no glowing embers. The scene is quiet and still. Exactly halfway through, a sudden ignition ignites the base of the haystack. During the second half, flames roar upward through the dry straw, orange and yellow fire consuming the entire stack. Thick smoke plumes rise high into the sky. Photorealistic, realistic fire spread through hay, detailed flame dynamics, extreme visual contrast.",1136272677,fire,safety
"Static wide shot of a large haystack in a rural farm field on a clear bright day. The camera remains completely still for the entire video. During the first half, the golden haystack stands neatly beside a tractor, flat fields stretching to the horizon. Absolutely no fire, no smoke, no sparks, no glowing embers. The scene is quiet and still. Exactly halfway through, a sudden ignition ignites the base of the haystack. During the second half, flames roar upward through the dry straw, orange and yellow fire consuming the entire stack. Thick smoke plumes rise high into the sky. Photorealistic, realistic fire spread through hay, detailed flame dynamics, extreme visual contrast.",1790290978,fire,safety
"Static wide shot of a large haystack in a rural farm field on a clear bright day. The camera remains completely still for the entire video. During the first half, the golden haystack stands neatly beside a tractor, flat fields stretching to the horizon. Absolutely no fire, no smoke, no sparks, no glowing embers. The scene is quiet and still. Exactly halfway through, a sudden ignition ignites the base of the haystack. During the second half, flames roar upward through the dry straw, orange and yellow fire consuming the entire stack. Thick smoke plumes rise high into the sky. Photorealistic, realistic fire spread through hay, detailed flame dynamics, extreme visual contrast.",2044042965,fire,safety
"Static shot of a wooden garden shed in a backyard on a sunny afternoon. The camera remains completely still for the entire video. During the first half, the small shed with its shingled roof and painted door stands completely intact, surrounded by potted plants and a garden hose. Absolutely no fire, no smoke, no sparks, no embers. Exactly halfway through, sudden ignition erupts along the shed wall. During the second half, flames rapidly climb the exterior and spread across the roof. Bright orange fire tears through the wooden panels, smoke pours out from gaps, realistic combustion behavior. Photorealistic daylight rendering, highly detailed flames, dramatic transformation from calm to blaze.",444660376,fire,safety
"Static shot of a wooden garden shed in a backyard on a sunny afternoon. The camera remains completely still for the entire video. During the first half, the small shed with its shingled roof and painted door stands completely intact, surrounded by potted plants and a garden hose. Absolutely no fire, no smoke, no sparks, no embers. Exactly halfway through, sudden ignition erupts along the shed wall. During the second half, flames rapidly climb the exterior and spread across the roof. Bright orange fire tears through the wooden panels, smoke pours out from gaps, realistic combustion behavior. Photorealistic daylight rendering, highly detailed flames, dramatic transformation from calm to blaze.",492506058,fire,safety
"Static shot of a wooden garden shed in a backyard on a sunny afternoon. The camera remains completely still for the entire video. During the first half, the small shed with its shingled roof and painted door stands completely intact, surrounded by potted plants and a garden hose. Absolutely no fire, no smoke, no sparks, no embers. Exactly halfway through, sudden ignition erupts along the shed wall. During the second half, flames rapidly climb the exterior and spread across the roof. Bright orange fire tears through the wooden panels, smoke pours out from gaps, realistic combustion behavior. Photorealistic daylight rendering, highly detailed flames, dramatic transformation from calm to blaze.",526653945,fire,safety
"Static wide shot of a stack of dry firewood logs piled against a wooden garden shed on a bright sunny morning. The camera remains completely still for the entire video. During the first half, there is absolutely no fire, no smoke, no sparks, no embers — just the neat stack of firewood resting against the shed in clear daylight. Around the middle of the video, realistic orange flames suddenly ignite on the lower logs and spread upward across the firewood for the second half.",1010856682,fire,safety
"Static wide shot of a stack of dry firewood logs piled against a wooden garden shed on a bright sunny morning. The camera remains completely still for the entire video. During the first half, there is absolutely no fire, no smoke, no sparks, no embers — just the neat stack of firewood resting against the shed in clear daylight. Around the middle of the video, realistic orange flames suddenly ignite on the lower logs and spread upward across the firewood for the second half.",1179207956,fire,safety
"Static medium shot of a tall stack of cardboard moving boxes on a concrete driveway under bright midday sunlight. The camera remains completely still for the entire video. During the first half, there is absolutely no fire, no smoke, no sparks, no embers — just the stack of brown cardboard boxes sitting undisturbed. Roughly midway through the clip, realistic orange flames ignite along the side of one box and spread across the stack for the second half of the video.",4943404,fire,safety
"Static wide shot of a wooden garden trellis covered in dry vines in a sunny backyard on a clear day. The camera remains completely still for the entire video. During the first half, there is absolutely no fire, no smoke, no sparks, no embers — the trellis stands quietly against a fence in bright daylight. Around the middle of the video, bright orange flames suddenly appear at the base of the trellis and climb upward along the dry vines for the remainder of the clip.",920833898,fire,safety
"Static wide shot of a row of dry wheat stalks in a sunlit agricultural field on a clear bright morning. The camera remains completely still for the entire video. During the first half, there is absolutely no fire, no smoke, no sparks, no embers — only the golden wheat standing motionless in the daylight breeze. Around the middle of the clip, vivid orange flames break out along the base of the wheat row and sweep across the stalks for the remainder of the video.",1089716458,fire,safety
"Static wide shot of a wooden garden shed in a sunny backyard on a clear bright afternoon. The camera remains completely still for the entire video. During the first half, the shed stands intact with absolutely no fire, no smoke, no sparks, and no embers. Partway through, the wooden wall ignites and realistic orange flames engulf the side of the shed, burning brightly for the second half of the video.",803467174,fire,safety
"Static wide shot of a wooden garden shed in a sunny backyard on a clear bright afternoon. The camera remains completely still for the entire video. During the first half, the shed stands intact with absolutely no fire, no smoke, no sparks, and no embers. Partway through, the wooden wall ignites and realistic orange flames engulf the side of the shed, burning brightly for the second half of the video.",1194714926,fire,safety
"Static shot of a pile of split firewood logs stacked neatly on a concrete patio in bright daylight. The camera remains completely still for the entire video. During the first half, the logs are completely still with absolutely no fire, no smoke, no sparks, and no embers. Around the middle, the logs catch fire and realistic orange flames rise from the wood pile, burning clearly and steadily for the remainder of the clip.",521559958,fire,safety
"Static shot of a pile of split firewood logs stacked neatly on a concrete patio in bright daylight. The camera remains completely still for the entire video. During the first half, the logs are completely still with absolutely no fire, no smoke, no sparks, and no embers. Around the middle, the logs catch fire and realistic orange flames rise from the wood pile, burning clearly and steadily for the remainder of the clip.",555588534,fire,safety
"Static wide shot of an old wooden barn standing in an open farm field on a clear sunny day. The camera remains completely still for the entire video. During the first half, the barn stands undisturbed with absolutely no fire, no smoke, no sparks, and no embers. Partway through the clip, the barn wall ignites and realistic orange flames spread across the weathered wood, burning visibly for the second half of the video.",1914003143,fire,safety
"Static medium shot of a wooden park bench on a concrete path in a sunny public park under bright daylight. The camera remains completely still for the entire video. During the first half, the bench sits empty and undisturbed with absolutely no fire, no smoke, no sparks, and no embers. Around the middle of the clip, the bench ignites and realistic orange flames engulf the wooden slats, burning clearly for the remainder of the video.",2142794943,fire,safety
"Static wide shot of a wooden boat dock extending over a calm lake on a bright sunny morning. The camera remains completely still for the entire video. During the first half, the wooden dock sits peacefully with absolutely no fire, no smoke, no sparks, and no embers anywhere in the scene. Then at the midpoint, a single flame ignites on the dock planks and quickly grows into realistic orange flames that spread across the wood in the second half of the video.",1995308889,fire,safety
"Static wide shot of a wooden boat dock extending over a calm lake on a bright sunny morning. The camera remains completely still for the entire video. During the first half, the wooden dock sits peacefully with absolutely no fire, no smoke, no sparks, and no embers anywhere in the scene. Then at the midpoint, a single flame ignites on the dock planks and quickly grows into realistic orange flames that spread across the wood in the second half of the video.",1333529072,fire,safety
"Static wide shot of a wooden boat dock extending over a calm lake on a bright sunny morning. The camera remains completely still for the entire video. During the first half, the wooden dock sits peacefully with absolutely no fire, no smoke, no sparks, and no embers anywhere in the scene. Then at the midpoint, a single flame ignites on the dock planks and quickly grows into realistic orange flames that spread across the wood in the second half of the video.",365862949,fire,safety
"Static medium shot of a tall stack of firewood logs piled on a concrete driveway in front of a house on a clear bright day. The camera remains completely still for the entire video. For the first several seconds there is absolutely no fire, no smoke, no sparks, and no embers visible anywhere. Around the middle of the clip, flames suddenly appear at the base of the wood stack and rise into clearly visible realistic orange flames for the remainder of the video.",332255990,fire,safety
"Static medium shot of a tall stack of firewood logs piled on a concrete driveway in front of a house on a clear bright day. The camera remains completely still for the entire video. For the first several seconds there is absolutely no fire, no smoke, no sparks, and no embers visible anywhere. Around the middle of the clip, flames suddenly appear at the base of the wood stack and rise into clearly visible realistic orange flames for the remainder of the video.",1874387352,fire,safety
"Static shot of a long wooden fence running along a suburban street under bright midday sun with clear blue sky. The camera remains completely still for the entire video. During the first half of the clip the fence is completely intact with absolutely no fire, no smoke, no sparks, and no embers. Then at roughly the midpoint a flame ignites on one fence panel and spreads into realistic orange flames along the wooden boards for the second half of the video.",10715822,fire,safety
"Static shot of a long wooden fence running along a suburban street under bright midday sun with clear blue sky. The camera remains completely still for the entire video. During the first half of the clip the fence is completely intact with absolutely no fire, no smoke, no sparks, and no embers. Then at roughly the midpoint a flame ignites on one fence panel and spreads into realistic orange flames along the wooden boards for the second half of the video.",730160749,fire,safety
"Static wide shot of a large pile of dry autumn leaves gathered at the curb of a quiet residential street on a bright sunny afternoon. The camera remains completely still for the entire video. In the first part there is absolutely no fire, no smoke, no sparks, and no embers — just the leaf pile sitting still. Around the middle of the clip a flame ignites within the leaves and grows into clearly visible realistic orange flames consuming the pile in the second half.",85923092,fire,safety
"Static medium shot of a wooden planter box filled with soil sitting on a stone patio in a sunny garden on a clear day. The camera remains completely still for the entire video. During the first half the wooden planter sits undisturbed with absolutely no fire, no smoke, no sparks, and no embers. Then at approximately the midpoint flames ignite on the side of the planter box and develop into realistic orange flames that engulf the wood for the remainder of the video.",1791079112,fire,safety
"Static shot of a wooden garden shed door in a suburban backyard on a bright sunny morning. The camera remains completely still for the entire video. During the first half, the wooden door is completely intact with absolutely no fire, no smoke, no sparks, no embers. Partway through, a single flame appears near the bottom of the door and quickly grows into clearly visible, realistic orange flames spreading upward across the wood for the remainder of the video.",1073081076,fire,safety
"Static medium shot of a stack of wooden crates piled against a brick wall in an alley on a clear bright afternoon. The camera remains completely still for the entire video. During the first half, the crates sit undisturbed with absolutely no fire, no smoke, no sparks, no embers anywhere in the frame. In the second half, a flame ignites at the base of the stack and grows into clearly visible, realistic orange flames consuming the lower crates.",1996142505,fire,safety
"Static medium shot of a stack of wooden crates piled against a brick wall in an alley on a clear bright afternoon. The camera remains completely still for the entire video. During the first half, the crates sit undisturbed with absolutely no fire, no smoke, no sparks, no embers anywhere in the frame. In the second half, a flame ignites at the base of the stack and grows into clearly visible, realistic orange flames consuming the lower crates.",1117628526,fire,safety
"Static wide shot of a wooden fence bordering a grassy field on a bright sunny day. The camera remains completely still for the entire video. During the first half, the fence stands perfectly intact with absolutely no fire, no smoke, no sparks, no embers. Partway through, a flame erupts on one fence post and spreads into clearly visible, realistic orange flames along the wooden slats for the rest of the clip.",11908223,fire,safety
"Static shot of a wooden Adirondack chair on a stone patio beside a swimming pool on a bright clear day. The camera remains completely still for the entire video. During the first half, the chair sits undisturbed with absolutely no fire, no smoke, no sparks, no embers. In the second half, a flame ignites on the armrest and grows into clearly visible, realistic orange flames spreading across the chair.",1776915773,fire,safety
"Static shot of a wooden Adirondack chair on a stone patio beside a swimming pool on a bright clear day. The camera remains completely still for the entire video. During the first half, the chair sits undisturbed with absolutely no fire, no smoke, no sparks, no embers. In the second half, a flame ignites on the armrest and grows into clearly visible, realistic orange flames spreading across the chair.",2018306831,fire,safety
"Static medium shot of a cardboard moving box stack sitting on a concrete driveway in front of a house on a bright sunny afternoon. The camera remains completely still for the entire video. During the first half, the boxes are neatly stacked with absolutely no fire, no smoke, no sparks, no embers. Partway through, a flame appears on one box corner and grows into clearly visible, realistic orange flames spreading across the cardboard.",517591778,fire,safety
"Static medium shot of a cardboard moving box stack sitting on a concrete driveway in front of a house on a bright sunny afternoon. The camera remains completely still for the entire video. During the first half, the boxes are neatly stacked with absolutely no fire, no smoke, no sparks, no embers. Partway through, a flame appears on one box corner and grows into clearly visible, realistic orange flames spreading across the cardboard.",388151071,fire,safety
"Static shot of a pile of dried branches and twigs on bare dirt ground in a park on a clear bright day. The camera remains completely still for the entire video. During the first half, the pile of branches is completely still with absolutely no fire, no smoke, no sparks, no embers. In the second half, a flame ignites at the center of the pile and grows into clearly visible, realistic orange flames spreading through the branches.",614290195,fire,safety
"Static wide shot of a row of dry wooden pallets stacked along the side of a warehouse loading dock on a bright cloudless day. The camera remains completely still for the entire video. During the first half there is absolutely no fire, no smoke, no sparks, no embers — the wooden pallets are plainly visible in sharp sunlight. Near the middle of the clip a flame ignites at one end of the pallet stack and spreads steadily, producing realistic orange flames that are clearly visible burning the wood for the second half of the video.",1898644067,fire,safety
"Static wide shot of a row of dry wooden pallets stacked along the side of a warehouse loading dock on a bright cloudless day. The camera remains completely still for the entire video. During the first half there is absolutely no fire, no smoke, no sparks, no embers — the wooden pallets are plainly visible in sharp sunlight. Near the middle of the clip a flame ignites at one end of the pallet stack and spreads steadily, producing realistic orange flames that are clearly visible burning the wood for the second half of the video.",1451342668,fire,safety
"Static wide shot of a row of dry wooden pallets stacked along the side of a warehouse loading dock on a bright cloudless day. The camera remains completely still for the entire video. During the first half there is absolutely no fire, no smoke, no sparks, no embers — the wooden pallets are plainly visible in sharp sunlight. Near the middle of the clip a flame ignites at one end of the pallet stack and spreads steadily, producing realistic orange flames that are clearly visible burning the wood for the second half of the video.",564992050,fire,safety
"Static medium shot of a bale of dry straw sitting in an open farm pasture under bright midday sun with green hills in the background. The camera remains completely still for the entire video. During the first half there is absolutely no fire, no smoke, no sparks, no embers — the golden straw bale sits undisturbed in the field. Around the middle of the clip a flame ignites on the side of the bale and grows into clearly visible realistic orange flames that engulf the straw for the rest of the video.",168048088,fire,safety
"Static shot of a wooden Adirondack chair on a lakeside wooden dock on a bright sunny summer afternoon with calm water behind it. The camera remains completely still for the entire video. During the first half there is absolutely no fire, no smoke, no sparks, no embers — the chair sits empty and still in the sunlight. Partway through the video a flame ignites on the seat of the chair and spreads across the wood, producing realistic orange flames that are clearly visible for the second half of the clip.",826785137,fire,safety
"Static medium shot of a wooden garden shed door standing open in a suburban backyard on a bright sunny afternoon. The camera remains completely still for the entire video. During the first half, the shed door is intact and there is absolutely no fire, no smoke, no sparks, and no embers anywhere in the scene. Midway through, a small flame appears near the bottom edge of the door and quickly grows into realistic orange flames spreading upward across the wood. The second half shows clearly visible orange fire consuming the lower portion of the door. Bright daylight throughout.",2005747378,fire,safety
"Static medium shot of a stack of wooden pallets leaning against a chain-link fence in an industrial lot on a bright sunny day. The camera remains completely still for the entire video. During the first half, the pallets are dry and stacked neatly with absolutely no fire, no smoke, no sparks, and no embers anywhere in the scene. Midway through the clip, a flame appears at the base of the stack and grows into realistic orange flames climbing the wooden slats. The second half shows clearly visible orange fire spreading across the pallets. Bright daylight throughout.",1319952377,fire,safety
"Static close-up shot of a large wicker basket sitting on a wooden front porch of a house on a bright clear afternoon. The camera remains completely still for the entire video. During the first half, the basket sits undisturbed with absolutely no fire, no smoke, no sparks, and no embers visible. Partway through, a flame ignites on one side of the woven wicker and spreads realistically across the basket surface. The second half shows clearly visible orange flames consuming the wicker material. Bright daylight throughout.",1085578109,fire,safety
"Static close-up shot of a large wicker basket sitting on a wooden front porch of a house on a bright clear afternoon. The camera remains completely still for the entire video. During the first half, the basket sits undisturbed with absolutely no fire, no smoke, no sparks, and no embers visible. Partway through, a flame ignites on one side of the woven wicker and spreads realistically across the basket surface. The second half shows clearly visible orange flames consuming the wicker material. Bright daylight throughout.",222991121,fire,safety
"Static wide shot of a wooden fence panel at the edge of a residential backyard on a bright sunny morning with green grass in the foreground. The camera remains completely still for the entire video. During the first half, the fence panel stands perfectly intact with absolutely no fire, no smoke, no sparks, and no embers anywhere in the scene. Midway through, a flame appears near the bottom of the fence panel and grows into realistic orange flames spreading upward along the wood. The second half shows clearly visible orange fire climbing the fence. Bright daylight throughout.",1249941170,fire,safety
