prompt_a,prompt_b,prompt_c,seed
"At the head of a long table in a hotel conference room, Barack Obama listens intently, fingers steepled. The camera holds its frame without moving.","At the head of a long table in a hotel conference room, a solidly built man in a charcoal suit listens intently, fingers steepled. The camera holds its frame without moving.","At the head of a long table in a hotel conference room, an attendee listens intently, fingers steepled. The camera holds its frame without moving.",7419
"In a manicured garden with a row of microphones ahead of him, Barack Obama pauses mid-statement to glance at his notes. The camera stays fixed the entire time.","In a manicured garden with a row of microphones ahead of him, a narrow-faced man in a gray suit pauses mid-statement to glance at his notes. The camera stays fixed the entire time.","In a manicured garden with a row of microphones ahead of them, a speaker pauses mid-statement to glance at their notes. The camera stays fixed the entire time.",7420
"Wearing safety glasses on a factory floor lined with machinery, Barack Obama examines a part handed to him by a worker. The shot never moves.","Wearing safety glasses on a factory floor lined with machinery, a stocky man with rolled sleeves examines a part handed to him by a worker. The shot never moves.","Wearing safety glasses on a factory floor lined with machinery, a visitor examines a part handed to them by a worker. The shot never moves.",7421
"Standing beside a whiteboard covered in diagrams, Barack Obama taps it with a marker while addressing a room of students. The camera remains fixed throughout.","Standing beside a whiteboard covered in diagrams, a tall thin man with a soft voice taps it with a marker while addressing a room of students. The camera remains fixed throughout.","Standing beside a whiteboard covered in diagrams, a teacher taps it with a marker while addressing a room of students. The camera remains fixed throughout.",7422
"Inside a soundproofed recording booth, Barack Obama adjusts a pair of headphones before speaking into the mic. Static camera, unmoving throughout the take.","Inside a soundproofed recording booth, a low-voiced man with cropped hair adjusts a pair of headphones before speaking into the mic. Static camera, unmoving throughout the take.","Inside a soundproofed recording booth, a narrator adjusts a pair of headphones before speaking into the mic. Static camera, unmoving throughout the take.",7423
"Browsing a farmers market stall piled with vegetables, Barack Obama picks up a tomato and asks the vendor a question. The camera does not move at all.","Browsing a farmers market stall piled with vegetables, a casually dressed man in a baseball cap picks up a tomato and asks the vendor a question. The camera does not move at all.","Browsing a farmers market stall piled with vegetables, a shopper picks up a tomato and asks the vendor a question. The camera does not move at all.",7424
"Surrounded by reporters holding out microphones near an airport gate, Barack Obama answers a shouted question over the noise. The frame is completely still.","Surrounded by reporters holding out microphones near an airport gate, a composed man in a trench coat answers a shouted question over the noise. The frame is completely still.","Surrounded by reporters holding out microphones near an airport gate, a traveler answers a shouted question over the noise. The frame is completely still.",7425
"Under a chandelier in a grand ballroom, Barack Obama raises a glass in a toast to the room. The camera holds steady without any movement.","Under a chandelier in a grand ballroom, a tall man in a black tuxedo raises a glass in a toast to the room. The camera holds steady without any movement.","Under a chandelier in a grand ballroom, a guest raises a glass in a toast to the room. The camera holds steady without any movement.",7426
"Seated on a worn bench inside a campaign bus, Barack Obama reviews note cards as the scenery blurs past the window. The shot is fixed and does not pan.","Seated on a worn bench inside a campaign bus, a weathered-looking man reviews note cards as the scenery blurs past the window. The shot is fixed and does not pan.","Seated on a worn bench inside a campaign bus, a passenger reviews note cards as the scenery blurs past the window. The shot is fixed and does not pan.",7427
"Walking down a fluorescent-lit hospital hallway, Barack Obama pauses to greet a veteran in a wheelchair. Camera locked in one position.","Walking down a fluorescent-lit hospital hallway, a solidly built man in a dark suit pauses to greet a veteran in a wheelchair. Camera locked in one position.","Walking down a fluorescent-lit hospital hallway, a visitor pauses to greet a veteran in a wheelchair. Camera locked in one position.",7428
"Peering through safety goggles at a lab bench cluttered with equipment, Barack Obama listens as a researcher explains an experiment. The camera never shifts position.","Peering through safety goggles at a lab bench cluttered with equipment, a curious-looking man listens as a researcher explains an experiment. The camera never shifts position.","Peering through safety goggles at a lab bench cluttered with equipment, a visitor listens as a researcher explains an experiment. The camera never shifts position.",7429
"Standing in a line of voters inside a school gymnasium, Barack Obama chats with the person ahead of him while waiting his turn. Static unmoving shot.","Standing in a line of voters inside a school gymnasium, a neatly dressed man chats with the person ahead of him while waiting his turn. Static unmoving shot.","Standing in a line of voters inside a school gymnasium, a voter chats with the person ahead of them while waiting their turn. Static unmoving shot.",7430
