prompt_a,prompt_b,prompt_c,seed
"In a tight medium close-up at a barbecue picnic table, Barack Obama turns from his plate to face the camera mid-laugh. The camera never shifts position.","In a tight medium close-up at a barbecue picnic table, a broad-faced man with a warm smile turns from his plate to face the camera mid-laugh. The camera never shifts position.","In a tight medium close-up at a barbecue picnic table, a guest turns from their plate to face the camera mid-laugh. The camera never shifts position.",7881
"Close to camera at a record store counter, Barack Obama flips through a stack of vinyl and looks up to face the lens. The shot is fixed, no drift at all.","Close to camera at a record store counter, a wiry man with a goatee flips through a stack of vinyl and looks up to face the lens. The shot is fixed, no drift at all.","Close to camera at a record store counter, a customer flips through a stack of vinyl and looks up to face the lens. The shot is fixed, no drift at all.",7882
"In a medium close-up at a fishing pier railing, Barack Obama reels in slack line and turns to face the camera. The camera stays absolutely still.","In a medium close-up at a fishing pier railing, a heavyset man in a plaid shirt reels in slack line and turns to face the camera. The camera stays absolutely still.","In a medium close-up at a fishing pier railing, an angler reels in slack line and turns to face the camera. The camera stays absolutely still.",7883
"Framed close to camera in an art studio, Barack Obama sets down a paintbrush and turns to face the lens, smock spattered with color. The camera does not move at all.","Framed close to camera in an art studio, a thin man in round glasses sets down a paintbrush and turns to face the lens, smock spattered with color. The camera does not move at all.","Framed close to camera in an art studio, a painter sets down a paintbrush and turns to face the lens, smock spattered with color. The camera does not move at all.",7884
"In a tight medium shot at a firehouse pole, Barack Obama catches his breath and turns to face the camera, helmet in hand. Camera locked in one position.","In a tight medium shot at a firehouse pole, a stocky man with a red beard catches his breath and turns to face the camera, helmet in hand. Camera locked in one position.","In a tight medium shot at a firehouse pole, a firefighter catches his breath and turns to face the camera, helmet in hand. Camera locked in one position.",7885
"Close to camera at a bookstore reading nook, Barack Obama closes a book and looks up to face the lens. The shot is fixed and does not pan.","Close to camera at a bookstore reading nook, a bespectacled man in a cardigan closes a book and looks up to face the lens. The shot is fixed and does not pan.","Close to camera at a bookstore reading nook, a reader closes a book and looks up to face the lens. The shot is fixed and does not pan.",7886
"In a medium close-up at a train platform bench, Barack Obama checks his watch and turns to face the camera. Static, unmoving shot.","In a medium close-up at a train platform bench, a thin gray-haired man checks his watch and turns to face the camera. Static, unmoving shot.","In a medium close-up at a train platform bench, a commuter checks his watch and turns to face the camera. Static, unmoving shot.",7887
"Framed close to camera at a soup kitchen serving line, Barack Obama ladles stew and looks up to face the lens, apron tied at the waist. The camera never shifts.","Framed close to camera at a soup kitchen serving line, a stout man with close-cropped hair ladles stew and looks up to face the lens, apron tied at the waist. The camera never shifts.","Framed close to camera at a soup kitchen serving line, a volunteer ladles stew and looks up to face the lens, apron tied at the waist. The camera never shifts.",7888
"In a tight medium close-up at a science fair table, Barack Obama looks up from a display board to face the camera and smiles. The camera holds its frame without moving.","In a tight medium close-up at a science fair table, a curious-looking man looks up from a display board to face the camera and smiles. The camera holds its frame without moving.","In a tight medium close-up at a science fair table, a visitor looks up from a display board to face the camera and smiles. The camera holds its frame without moving.",7889
"Close to camera at a rooftop garden railing, Barack Obama turns from the skyline to face the camera, jacket open in the breeze. The shot is completely static.","Close to camera at a rooftop garden railing, a narrow-faced man in a gray suit turns from the skyline to face the camera, jacket open in the breeze. The shot is completely static.","Close to camera at a rooftop garden railing, a visitor turns from the skyline to face the camera, jacket open in the breeze. The shot is completely static.",7890
