prompt_a,prompt_b,prompt_c,seed
"Static shot of a chain saw with an orange casing and a toothed guide bar on a plastic crate at the edge of a field, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a folded blue tarpaulin on a plastic crate at the edge of a field, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a plastic crate at the edge of a field, photorealistic. The camera is fixed and never moves.",3251
"Static shot of a chain saw with an orange casing and a toothed guide bar on a wooden pallet in a builder's yard, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a paper cement bag on a wooden pallet in a builder's yard, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a wooden pallet in a builder's yard, photorealistic. The camera is fixed and never moves.",3252
"Static shot of a chain saw with an orange casing and a toothed guide bar on a picnic table in a campsite clearing, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a small camping stove with a brass burner on a picnic table in a campsite clearing, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a picnic table in a campsite clearing, photorealistic. The camera is fixed and never moves.",3253
"Static shot of a chain saw with an orange casing and a toothed guide bar on metal shelving in a storage unit, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a plain cardboard box on metal shelving in a storage unit, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of metal shelving in a storage unit, photorealistic. The camera is fixed and never moves.",3254
"Static shot of a chain saw with an orange casing and a toothed guide bar on the porch of a log cabin, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a blue enamel kettle on the porch of a log cabin, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of the porch of a log cabin, photorealistic. The camera is fixed and never moves.",3255
"Static shot of a chain saw with an orange casing and a toothed guide bar on a tarpaulin at a roadside clearing site, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of an orange and white traffic cone on a tarpaulin at a roadside clearing site, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a tarpaulin at a roadside clearing site, photorealistic. The camera is fixed and never moves.",3256
"Static shot of a chain saw with an orange casing and a toothed guide bar on a bench in a garden shed hung with tools, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a battered zinc watering can on a bench in a garden shed hung with tools, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a bench in a garden shed hung with tools, photorealistic. The camera is fixed and never moves.",3257
"Static shot of a chain saw with an orange casing and a toothed guide bar on a crate beside a chopping block, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a pair of leather work gloves on a crate beside a chopping block, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a crate beside a chopping block, photorealistic. The camera is fixed and never moves.",3258
"Static shot of a chain saw with an orange casing and a toothed guide bar on the floor of an open barn doorway, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a bale of straw bound with twine on the floor of an open barn doorway, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of the floor of an open barn doorway, photorealistic. The camera is fixed and never moves.",3259
"Static shot of a chain saw with an orange casing and a toothed guide bar on a workbench beside a metal vice, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a roll of silver duct tape on a workbench beside a metal vice, in close view, filling much of the frame, photorealistic. The camera is fixed and never moves.","Static shot of a workbench beside a metal vice, photorealistic. The camera is fixed and never moves.",3260
