prompt_a,prompt_b,prompt_c,seed
"In tight medium close-up on a debate-prep set, Barack Obama rehearses a line while facing forward, notes just out of frame. The camera remains rigidly still.","In tight medium close-up on a debate-prep set, a narrow-shouldered man with graying temples rehearses a line while facing forward, notes just out of frame. The camera remains rigidly still.","In tight medium close-up on a debate-prep set, a staffer rehearses a line while facing forward, notes just out of frame. The camera remains rigidly still.",7846
"Framed close to camera in a recording van, Barack Obama speaks into a handheld mic, face lit by the dashboard glow. The shot does not move a single pixel.","Framed close to camera in a recording van, a broad-nosed man with cropped gray hair speaks into a handheld mic, face lit by the dashboard glow. The shot does not move a single pixel.","Framed close to camera in a recording van, a passenger speaks into a handheld mic, face lit by the dashboard glow. The shot does not move a single pixel.",7847
"In a medium close-up at a diner counter, Barack Obama turns on his stool to face the camera, mug in hand. The camera holds its frame without moving.","In a medium close-up at a diner counter, a heavyset man in a plaid shirt turns on his stool to face the camera, mug in hand. The camera holds its frame without moving.","In a medium close-up at a diner counter, a regular turns on their stool to face the camera, mug in hand. The camera holds its frame without moving.",7848
"Close to camera at a voting booth curtain, Barack Obama steps out and looks toward the lens with a small smile. The frame is completely still.","Close to camera at a voting booth curtain, a thin gray-haired man steps out and looks toward the lens with a small smile. The frame is completely still.","Close to camera at a voting booth curtain, a voter steps out and looks toward the lens with a small smile. The frame is completely still.",7849
"In a medium close-up at a firehouse kitchen table, Barack Obama sits with hands folded, facing the camera as he chats. The camera never shifts position.","In a medium close-up at a firehouse kitchen table, a stocky man with a red beard sits with hands folded, facing the camera as he chats. The camera never shifts position.","In a medium close-up at a firehouse kitchen table, a visitor sits with hands folded, facing the camera as they chat. The camera never shifts position.",7850
"Framed close to camera on a museum bench, Barack Obama turns from a painting to face the lens and speaks. The shot is fixed, no drift at all.","Framed close to camera on a museum bench, a slender man in round glasses turns from a painting to face the lens and speaks. The shot is fixed, no drift at all.","Framed close to camera on a museum bench, a visitor turns from a painting to face the lens and speaks. The shot is fixed, no drift at all.",7851
"In tight medium close-up at a factory workbench, Barack Obama holds up a finished part toward the camera, face lit from the side. The camera stays absolutely still.","In tight medium close-up at a factory workbench, a burly man with forearm tattoos holds up a finished part toward the camera, face lit from the side. The camera stays absolutely still.","In tight medium close-up at a factory workbench, a worker holds up a finished part toward the camera, face lit from the side. The camera stays absolutely still.",7852
"Close to camera at a farmers market stall, Barack Obama holds a tomato up and looks toward the lens, smiling. The camera does not move at all.","Close to camera at a farmers market stall, a ruddy-faced man in a flat cap holds a tomato up and looks toward the lens, smiling. The camera does not move at all.","Close to camera at a farmers market stall, a shopper holds a tomato up and looks toward the lens, smiling. The camera does not move at all.",7853
"In a medium close-up beside a hospital bed rail, Barack Obama clasps a veteran's hand and faces the camera as he speaks softly. Camera locked in one position.","In a medium close-up beside a hospital bed rail, a solidly built man in a dark suit clasps a veteran's hand and faces the camera as he speaks softly. Camera locked in one position.","In a medium close-up beside a hospital bed rail, a visitor clasps a veteran's hand and faces the camera as they speak softly. Camera locked in one position.",7854
"Framed close to the camera at a campaign bus window, Barack Obama turns from the glass to face the lens, note cards in hand. The shot is fixed and does not pan.","Framed close to the camera at a campaign bus window, a weathered-looking man turns from the glass to face the lens, note cards in hand. The shot is fixed and does not pan.","Framed close to the camera at a campaign bus window, a passenger turns from the glass to face the lens, note cards in hand. The shot is fixed and does not pan.",7855
"In a tight medium shot at a radio call-in desk, Barack Obama leans toward the microphone and faces the camera mid-sentence. Static, unmoving shot.","In a tight medium shot at a radio call-in desk, a deep-voiced man with a shaved head leans toward the microphone and faces the camera mid-sentence. Static, unmoving shot.","In a tight medium shot at a radio call-in desk, a guest leans toward the microphone and faces the camera mid-sentence. Static, unmoving shot.",7856
"Close to camera in a laboratory, Barack Obama peers up from a lab bench and grins toward the lens, safety goggles pushed onto his forehead. The camera never shifts.","Close to camera in a laboratory, a wiry man with tousled hair peers up from a lab bench and grins toward the lens, safety goggles pushed onto his forehead. The camera never shifts.","Close to camera in a laboratory, a researcher peers up from a lab bench and grins toward the lens, safety goggles pushed onto their forehead. The camera never shifts.",7857
"In medium close-up at a hotel conference table, Barack Obama looks up from a folder to face the camera directly. The camera holds its frame without moving.","In medium close-up at a hotel conference table, a heavyset man in a charcoal suit looks up from a folder to face the camera directly. The camera holds its frame without moving.","In medium close-up at a hotel conference table, an attendee looks up from a folder to face the camera directly. The camera holds its frame without moving.",7858
"Framed close to camera at a gym free-throw line, Barack Obama bounces a basketball once and looks toward the lens with a grin. The shot is completely static.","Framed close to camera at a gym free-throw line, a tall athletic man in a tracksuit bounces a basketball once and looks toward the lens with a grin. The shot is completely static.","Framed close to camera at a gym free-throw line, a player bounces a basketball once and looks toward the lens with a grin. The shot is completely static.",7859
"In a close-up at a book signing table, Barack Obama looks up from the page to face the camera and nods. The shot does not move.","In a close-up at a book signing table, a bespectacled man in a cardigan looks up from the page to face the camera and nods. The shot does not move.","In a close-up at a book signing table, an author looks up from the page to face the camera and nods. The shot does not move.",7860
