prompt_a,prompt_b,prompt_c,seed
"In a medium close-up, Queen Elizabeth II extends a gloved hand along a receiving line, exchanging a brief word with each guest. Camera locked in place, unmoving.","In a medium close-up, a heavyset, silver-bobbed woman in a plain cardigan extends a bare hand along the same receiving line, exchanging a brief word with each guest. Camera locked in place, unmoving.","In a medium close-up, the hostess extends a hand along a receiving line, exchanging a brief word with each guest. Camera locked in place, unmoving.",7911
"Close to camera, Queen Elizabeth II tips a silver teapot, a triple strand of pearls resting against her blouse. The frame stays locked throughout.","Close to camera, a young, dark-skinned woman with braided hair and a plain apron tips the same silver teapot. The frame stays locked throughout.","Close to camera, an attendant tips a silver teapot. The frame stays locked throughout.",7912
"In a tight medium shot, Queen Elizabeth II traces a route across an unfolded map with one gloved finger. Static shot, no camera movement.","In a tight medium shot, a thin, bespectacled woman with cropped grey hair traces the same route across the unfolded map with one bare finger. Static shot, no camera movement.","In a tight medium shot, an aide traces a route across an unfolded map. Static shot, no camera movement.",7913
"Framed in medium close-up, Queen Elizabeth II stands still as a tailor adjusts the shoulder of a heavy wool coat, a small enamel poppy pinned to the lapel. The camera remains perfectly still.","Framed in medium close-up, a broad, ruddy-faced woman stands still as the same tailor adjusts a plain raincoat, no pin at all. The camera remains perfectly still.","Framed in medium close-up, a client stands still as a tailor adjusts a coat. The camera remains perfectly still.",7914
"In a close-up under soft indoor light, Queen Elizabeth II, in the vestry of a small chapel, has a white stole settled over her shoulders by an attendant. Not a single camera movement occurs.","In a close-up under soft indoor light, a slim, olive-skinned woman in the same vestry has a plain choir robe settled over her shoulders by an attendant. Not a single camera movement occurs.","In a close-up under soft indoor light, a churchgoer has a robe settled over their shoulders in the vestry. Not a single camera movement occurs.",7915
"In a medium close-up, Queen Elizabeth II mists the leaves of a potted orchid with a small brass sprayer, a modest pearl ring on one finger. The camera is fixed and never moves.","In a medium close-up, a heavyset woman with a floral headscarf mists the same potted orchid with the same brass sprayer. The camera is fixed and never moves.","In a medium close-up, a gardener mists the leaves of a potted orchid. The camera is fixed and never moves.",7916
"Close to camera, Queen Elizabeth II lifts a small diamond brooch from a velvet-lined jewelry box and studies it. The shot holds perfectly still.","Close to camera, a young woman with a pixie cut and a plain cotton nightgown lifts a plastic hair clip from the same box and studies it. The shot holds perfectly still.","Close to camera, someone lifts a small object from a jewelry box and studies it. The shot holds perfectly still.",7917
"In a tight medium shot, Queen Elizabeth II stands before a large oil portrait, one gloved hand resting lightly on the ornate frame. The camera does not move.","In a tight medium shot, a heavyset, red-haired woman in a plain trouser suit stands before the same oil portrait, bare-handed on the frame. The camera does not move.","In a tight medium shot, a museum visitor stands before a large oil portrait. The camera does not move.",7918
"Framed in medium close-up, Queen Elizabeth II threads a needle for a piece of half-finished embroidery in her lap, pearl studs at her ears. Camera locked in place, unmoving.","Framed in medium close-up, a lean, dark-haired woman in a plain jumper threads a needle for the same half-finished embroidery. Camera locked in place, unmoving.","Framed in medium close-up, a needleworker threads a needle for a piece of embroidery. Camera locked in place, unmoving.",7919
"In a close-up under soft indoor light, Queen Elizabeth II unrolls a brittle parchment on an archive table, reading glasses perched on her nose. The frame stays locked throughout.","In a close-up under soft indoor light, a tall, angular woman with close-cropped hair unrolls the same brittle parchment on the archive table. The frame stays locked throughout.","In a close-up under soft indoor light, an archivist unrolls a brittle parchment on a table. The frame stays locked throughout.",7920
"In a medium close-up, Queen Elizabeth II, seated in the back of a slow-moving state car, turns to speak to the companion beside her. Static shot, no camera movement.","In a medium close-up, a stout woman in a plain grey coat, seated in the same car, turns to speak to the companion beside her. Static shot, no camera movement.","In a medium close-up, a passenger turns to speak to the companion beside them. Static shot, no camera movement.",7921
"Close to camera, Queen Elizabeth II sits at a bedside table, a pearl-topped pen in hand, writing in a small leather diary. The camera remains perfectly still.","Close to camera, a wiry, grey-haired woman in a flannel nightgown sits at the same bedside table, writing in the same diary. The camera remains perfectly still.","Close to camera, someone sits at a bedside table, writing in a diary. The camera remains perfectly still.",7922
"In a tight medium shot, Queen Elizabeth II, a felt hat with a small feather at its brim, greets a visitor at a country-house front door. Not a single camera movement occurs.","In a tight medium shot, a heavyset woman in a plain headscarf greets the same visitor at the same front door. Not a single camera movement occurs.","In a tight medium shot, the householder greets a visitor at the front door. Not a single camera movement occurs.",7923
"Framed in medium close-up, Queen Elizabeth II holds her gloved hands out toward a crackling sitting-room fire. The camera is fixed and never moves.","Framed in medium close-up, a thin, sharp-featured woman in a woollen shawl holds her bare hands out toward the same crackling fire. The camera is fixed and never moves.","Framed in medium close-up, a guest holds their hands out toward a crackling fire. The camera is fixed and never moves.",7924
"In a close-up under soft indoor light, Queen Elizabeth II unties the ribbon on a red dispatch box and lifts out the top paper, pearl earrings visible beneath her hair. The shot holds perfectly still.","In a close-up under soft indoor light, a round-faced woman with short brown hair unties the ribbon on the same red dispatch box and lifts out the top paper. The shot holds perfectly still.","In a close-up under soft indoor light, an official unties the ribbon on a dispatch box and lifts out a paper. The shot holds perfectly still.",7925
"In a medium close-up, Queen Elizabeth II adjusts a pale blue hat in a doorway, sunlight from the balcony just beyond the frame. The camera does not move.","In a medium close-up, a heavyset woman with a plain headscarf adjusts it in the same doorway. The camera does not move.","In a medium close-up, a member of the party adjusts their hat in a doorway. The camera does not move.",7926
"Close to camera, Queen Elizabeth II, hands folded, sits in a small chapel pew with her head bowed. Camera locked in place, unmoving.","Close to camera, a slight, dark-haired woman in plain clothes sits in the same pew with her head bowed. Camera locked in place, unmoving.","Close to camera, a worshipper sits in a chapel pew with their head bowed. Camera locked in place, unmoving.",7927
"In a tight medium shot, Queen Elizabeth II butters a slice of toast at a small breakfast table, a modest pearl choker at her throat. The frame stays locked throughout.","In a tight medium shot, a stout, curly-haired woman in a plain robe butters a slice of toast at the same table. The frame stays locked throughout.","In a tight medium shot, a guest butters a slice of toast at a small table. The frame stays locked throughout.",7928
"Framed in medium close-up, Queen Elizabeth II leans over a bassinet, one gloved finger offered to a newborn's grasp. Static shot, no camera movement.","Framed in medium close-up, a young, freckled woman with red hair leans over the same bassinet, offering a bare finger. Static shot, no camera movement.","Framed in medium close-up, a visitor leans over a bassinet, offering a finger to a newborn. Static shot, no camera movement.",7929
"In a close-up under soft indoor light, Queen Elizabeth II looks up from a piece of needlework on a window seat, a strand of pearls at her neck. The camera remains perfectly still.","In a close-up under soft indoor light, a heavyset, grey-haired woman in a plain cardigan looks up from the same needlework on the same window seat. The camera remains perfectly still.","In a close-up under soft indoor light, someone looks up from needlework on a window seat. The camera remains perfectly still.",7930
