prompt_a,prompt_b,prompt_c,seed
"At a patient's bedside in a hospital ward, Queen Elizabeth II leans in to ask how the recovery is going. The shot is completely static.","At a patient's bedside in a hospital ward, a soft-spoken, gray-haired woman in a plain wool coat leans in to ask how the recovery is going. The shot is completely static.","At a patient's bedside in a hospital ward, a visitor leans in to ask how the recovery is going. The shot is completely static.",7718
"Queen Elizabeth II cuts a ribbon with a pair of large ceremonial scissors outside a newly opened factory. The camera holds still the entire shot.","A brisk, silver-haired woman in a cream suit cuts a ribbon with a pair of large ceremonial scissors outside a newly opened factory. The camera holds still the entire shot.","The guest of honor cuts a ribbon with a pair of large ceremonial scissors outside a newly opened factory. The camera holds still the entire shot.",7719
"From a covered viewing box, Queen Elizabeth II salutes as fighter jets streak overhead in formation. The frame is locked in place throughout.","From a covered viewing box, an upright, elderly woman in a dark coat and hat salutes as fighter jets streak overhead in formation. The frame is locked in place throughout.","From a covered viewing box, an official salutes as fighter jets streak overhead in formation. The frame is locked in place throughout.",7720
"Inside a glass greenhouse at a flower show, Queen Elizabeth II leans down to smell a prize-winning rose. Camera fixed, not a single pan.","Inside a glass greenhouse at a flower show, a petite, white-haired woman in a lavender coat leans down to smell a prize-winning rose. Camera fixed, not a single pan.","Inside a glass greenhouse at a flower show, a judge leans down to smell a prize-winning rose. Camera fixed, not a single pan.",7721
"In a velvet-curtained theatre box, Queen Elizabeth II leans forward and applauds as the curtain falls on a performance. The camera does not shift at all.","In a velvet-curtained theatre box, a refined, gray-haired woman in a dark evening gown leans forward and applauds as the curtain falls on a performance. The camera does not shift at all.","In a velvet-curtained theatre box, an audience member leans forward and applauds as the curtain falls on a performance. The camera does not shift at all.",7722
"On a quiet railway platform, Queen Elizabeth II steps up into a waiting train carriage and turns to wave once more. The shot stays fixed the whole time.","On a quiet railway platform, a slender, older woman in a tailored travel coat steps up into a waiting train carriage and turns to wave once more. The shot stays fixed the whole time.","On a quiet railway platform, a traveler steps up into a waiting train carriage and turns to wave once more. The shot stays fixed the whole time.",7723
"Leaning over a wooden livestock pen at an agricultural show, Queen Elizabeth II admires a prize-winning bull. Static the whole way through, no camera motion.","Leaning over a wooden livestock pen at an agricultural show, a stocky, weathered-looking woman in a waxed jacket admires a prize-winning bull. Static the whole way through, no camera motion.","Leaning over a wooden livestock pen at an agricultural show, a judge admires a prize-winning bull. Static the whole way through, no camera motion.",7724
"Queen Elizabeth II emerges from a country church after a Christmas Day service, pausing to greet well-wishers gathered outside. The camera never leaves its position.","A composed, elderly woman in a heavy wool coat and fur hat emerges from a country church after a Christmas Day service, pausing to greet well-wishers gathered outside. The camera never leaves its position.","A parishioner emerges from a country church after a Christmas Day service, pausing to greet well-wishers gathered outside. The camera never leaves its position.",7725
"Standing in the back of a slow-moving open-top car, Queen Elizabeth II waves to crowds packed along both sides of the street. The camera is completely still throughout.","Standing in the back of a slow-moving open-top car, a tall, silver-haired woman in a bright coat waves to crowds packed along both sides of the street. The camera is completely still throughout.","Standing in the back of a slow-moving open-top car, a visiting official waves to crowds packed along both sides of the street. The camera is completely still throughout.",7726
"At the foot of the aircraft steps, Queen Elizabeth II extends a gloved hand to greet a visiting president. The shot is locked down, no movement.","At the foot of the aircraft steps, a small, composed woman in a pastel coat extends a gloved hand to greet a visiting president. The shot is locked down, no movement.","At the foot of the aircraft steps, the welcoming host extends a gloved hand to greet a visiting president. The shot is locked down, no movement.",7727
"Holding a champagne flute at a charity gala, Queen Elizabeth II chats with a small circle of guests near a grand staircase. The camera is stationary the entire time.","Holding a champagne flute at a charity gala, a graceful, gray-haired woman in a beaded gown chats with a small circle of guests near a grand staircase. The camera is stationary the entire time.","Holding a champagne flute at a charity gala, the guest of honor chats with a small circle of guests near a grand staircase. The camera is stationary the entire time.",7728
"Seated on a raised platform in an artist's studio, Queen Elizabeth II holds a single pose while a painter works at an easel nearby. The camera holds absolutely still.","Seated on a raised platform in an artist's studio, an elegant, elderly woman in a formal blue dress holds a single pose while a painter works at an easel nearby. The camera holds absolutely still.","Seated on a raised platform in an artist's studio, the sitter holds a single pose while a painter works at an easel nearby. The camera holds absolutely still.",7729
"At the base of a stone war memorial, Queen Elizabeth II bends to lay a wreath of red poppies, then steps back and bows her head. The camera never moves from its position.","At the base of a stone war memorial, a solemn, silver-haired woman in a black coat bends to lay a wreath of red poppies, then steps back and bows her head. The camera never moves from its position.","At the base of a stone war memorial, a dignitary bends to lay a wreath of red poppies, then steps back and bows her head. The camera never moves from its position.",7730
