prompt_a,prompt_b,prompt_c,seed
"In a centered head-and-shoulders portrait, Queen Elizabeth II wears a vivid green jacket in front of a softly blurred bookcase. She faces the camera directly; her full face remains clearly visible while she gives a brief welcoming smile. The camera and framing remain still.","In the same centered head-and-shoulders portrait, a slender dark-skinned woman with close-cropped hair wears a white blouse in front of the softly blurred bookcase. She faces the camera directly; her full face remains clearly visible while she gives a brief welcoming smile. The camera and framing remain still.","In a centered head-and-shoulders portrait, a woman stands in front of a softly blurred bookcase. She faces the camera directly; her full face remains clearly visible while she gives a brief welcoming smile. The camera and framing remain still.",8019
"A softly lit close portrait video shows Queen Elizabeth II seated against an out-of-focus gold curtain, wearing a red jacket and pearl earrings. Her head and shoulders fill the image and her uncovered face looks straight at the lens as she speaks. Static single-person shot.","A softly lit close portrait video shows a young woman with long wavy black hair seated against the same out-of-focus gold curtain, wearing a navy sweater. Her head and shoulders fill the image and her uncovered face looks straight at the lens as she speaks. Static single-person shot.","A softly lit close portrait video shows a seated woman against an out-of-focus gold curtain. Her head and shoulders fill the image and her uncovered face looks straight at the lens as she speaks. Static single-person shot.",8020
"Queen Elizabeth II is alone in a locked frontal shoulders-up portrait on a shaded palace terrace. Her entire face is evenly illuminated and centered, looking directly into the camera while her expression softens into a smile. Only her face, hat, and shoulders occupy the foreground.","A middle-aged woman with short dark curls is alone in the same locked frontal shoulders-up portrait on the shaded terrace. Her entire face is evenly illuminated and centered, looking directly into the camera while her expression softens into a smile. Only her face, hair, and shoulders occupy the foreground.","A woman is alone in a locked frontal shoulders-up portrait on a shaded terrace. Her entire face is evenly illuminated and centered, looking directly into the camera while her expression softens into a smile. Only her face and shoulders occupy the foreground.",8021
"A static close interview shot presents Queen Elizabeth II in a burgundy jacket before a plain beige background. Her full face is the dominant subject, centered and free of obstruction, as she maintains eye contact with the lens and makes a subtle nod.","The same static close interview shot presents a young woman with a blonde pixie cut in a teal blouse before the plain beige background. Her full face is the dominant subject, centered and free of obstruction, as she maintains eye contact with the lens and makes a subtle nod.","A static close interview shot presents a woman before a plain beige background. Her full face is the dominant subject, centered and free of obstruction, as she maintains eye contact with the lens and makes a subtle nod.",8022
"In a steady head-and-shoulders portrait, Queen Elizabeth II sits against a softly blurred fireplace wearing a lilac jacket and pearls. Warm light reveals her frontal face clearly while she looks directly at the viewer and smiles gently. No props or other people enter the frame.","In the same steady head-and-shoulders portrait, a heavyset woman with long auburn hair sits against the softly blurred fireplace wearing a black sweater. Warm light reveals her frontal face clearly while she looks directly at the viewer and smiles gently. No props or other people enter the frame.","In a steady head-and-shoulders portrait, a woman sits against a softly blurred fireplace. Warm light reveals her frontal face clearly while she looks directly at the viewer and smiles gently. No props or other people enter the frame.",8023
"Queen Elizabeth II fills a fixed shoulders-up frame inside a bright gallery, wearing an ivory jacket with a sapphire brooch. Her unobstructed face stays centered and facing the camera while she calmly says a few words. The background remains softly out of focus.","A slim young woman with tightly curled black hair fills the same fixed shoulders-up frame inside the bright gallery, wearing a mustard blouse. Her unobstructed face stays centered and facing the camera while she calmly says a few words. The background remains softly out of focus.","A woman fills a fixed shoulders-up frame inside a bright gallery. Her unobstructed face stays centered and facing the camera while she calmly says a few words. The background remains softly out of focus.",8024
"A frontal close portrait video records Queen Elizabeth II against a muted green wall in soft daylight. Her head and shoulders are the only foreground subject, her full face is clear and centered, and she looks into the lens with a dignified half-smile. Locked camera.","A frontal close portrait video records a middle-aged South Asian woman with straight black hair against the same muted green wall in soft daylight. Her head and shoulders are the only foreground subject, her full face is clear and centered, and she looks into the lens with a dignified half-smile. Locked camera.","A frontal close portrait video records a woman against a muted green wall in soft daylight. Her head and shoulders are the only foreground subject, her full face is clear and centered, and she looks into the lens with a dignified half-smile. Locked camera.",8025
"Queen Elizabeth II appears in a centered shoulders-up portrait in a softly illuminated music room, wearing a pale pink jacket and pearl necklace. She keeps her entire unobstructed face toward the camera while blinking naturally and smiling. The camera is completely stationary.","A young freckled woman with a dark red bob appears in the same centered shoulders-up portrait in the softly illuminated music room, wearing a grey blouse. She keeps her entire unobstructed face toward the camera while blinking naturally and smiling. The camera is completely stationary.","A woman appears in a centered shoulders-up portrait in a softly illuminated music room. She keeps her entire unobstructed face toward the camera while blinking naturally and smiling. The camera is completely stationary.",8026
"In a static single-person portrait, Queen Elizabeth II is framed from shoulders to crown before a softly blurred palace window. Her full face remains sharp, front-facing, and centered as she speaks directly to the viewer. Gentle daylight illuminates both eyes and all facial features.","In the same static single-person portrait, a broad-faced young woman with close-cropped blonde hair is framed from shoulders to crown before the softly blurred window. Her full face remains sharp, front-facing, and centered as she speaks directly to the viewer. Gentle daylight illuminates both eyes and all facial features.","In a static single-person portrait, a woman is framed from shoulders to crown before a softly blurred window. Her full face remains sharp, front-facing, and centered as she speaks directly to the viewer. Gentle daylight illuminates both eyes and all facial features.",8027
"A locked-off close portrait shows Queen Elizabeth II wearing a sky-blue jacket and pearls in a warm, softly lit reception room. Her visible full face occupies the center of the frame as she maintains eye contact and gives a small smile. Only head and shoulders are shown.","A locked-off close portrait shows a tall Black woman with long natural hair wearing a copper blouse in the same warm reception room. Her visible full face occupies the center of the frame as she maintains eye contact and gives a small smile. Only head and shoulders are shown.","A locked-off close portrait shows a woman in a warm, softly lit reception room. Her visible full face occupies the center of the frame as she maintains eye contact and gives a small smile. Only head and shoulders are shown.",8028
"Queen Elizabeth II sits alone in a static frontal head-and-shoulders portrait before a simple navy backdrop, wearing a white jacket and diamond brooch. Her complete face is brightly lit, centered, and directed at the lens throughout as she blinks and nods once.","A young olive-skinned woman with long curly brown hair sits alone in the same static frontal head-and-shoulders portrait before the navy backdrop, wearing a yellow sweater. Her complete face is brightly lit, centered, and directed at the lens throughout as she blinks and nods once.","A woman sits alone in a static frontal head-and-shoulders portrait before a simple navy backdrop. Her complete face is brightly lit, centered, and directed at the lens throughout as she blinks and nods once.",8029
"A softly lit shoulders-up video portrait of Queen Elizabeth II fills the frame in a quiet palace room. Wearing a violet jacket and pearl earrings, she faces the viewer directly; her unobstructed full face remains the clear central subject while she smiles gently. Fixed camera, single person.","A softly lit shoulders-up video portrait of a heavyset middle-aged woman with short black hair fills the frame in the same quiet room. Wearing a tan cardigan, she faces the viewer directly; her unobstructed full face remains the clear central subject while she smiles gently. Fixed camera, single person.","A softly lit shoulders-up video portrait of a woman fills the frame in a quiet room. She faces the viewer directly; her unobstructed full face remains the clear central subject while she smiles gently. Fixed camera, single person.",8030
